GEOID,sovi,rank,fema_region
g04027,2.39182112401354,12.0,FEMA_9
g05001,-0.6131063010845857,316.0,FEMA_6
g05003,-1.2021118897859546,359.0,FEMA_6
g05005,3.674997888161189,35.0,FEMA_6
g05007,-1.453647732837306,377.0,FEMA_6
g05009,1.0897458578294783,155.0,FEMA_6
g05011,0.563952759304946,199.0,FEMA_6
g05013,-2.794830977492963,441.0,FEMA_6
g05015,1.4978174692996682,127.0,FEMA_6
g05017,1.8615358429655513,99.0,FEMA_6
g05019,1.5109044188161074,125.0,FEMA_6
g05021,1.2101995955367726,145.0,FEMA_6
g05023,0.8407707156320293,179.0,FEMA_6
g05025,-2.1660534413894292,408.0,FEMA_6
g05027,0.14275912617401088,241.0,FEMA_6
g05029,0.31580259684581885,220.0,FEMA_6
g05031,-0.30276288756071673,282.0,FEMA_6
g05033,0.39332646964151546,215.0,FEMA_6
g05035,-0.7511028553151435,329.0,FEMA_6
g05037,0.11639946041500387,246.0,FEMA_6
g05039,-0.8572757290482527,339.0,FEMA_6
g05041,0.9913102645750693,166.0,FEMA_6
g05043,-0.29980280652587277,281.0,FEMA_6
g05045,-2.5109249427603575,429.0,FEMA_6
g05047,1.328205048483023,138.0,FEMA_6
g05049,3.7835957920070973,34.0,FEMA_6
g05051,1.1061055797738646,153.0,FEMA_6
g05053,-2.648652731730945,437.0,FEMA_6
g05055,0.08152338973643392,251.0,FEMA_6
g05057,0.8018629541230071,184.0,FEMA_6
g05059,-0.4988063681685696,302.0,FEMA_6
g05061,1.352781986239835,135.0,FEMA_6
g05063,0.5266528773614486,204.0,FEMA_6
g05065,1.9918161534348306,92.0,FEMA_6
g05067,1.2237612213924605,144.0,FEMA_6
g05069,-0.2862007154663544,278.0,FEMA_6
g05071,0.02020402764973156,259.0,FEMA_6
g05073,1.0021850481210737,164.0,FEMA_6
g05075,3.4939492616645507,36.0,FEMA_6
g05077,0.626218365928904,196.0,FEMA_6
g05079,-3.737528780227751,477.0,FEMA_6
g05081,0.28185527116583026,227.0,FEMA_6
g05083,0.8602181687953446,177.0,FEMA_6
g05085,-1.847812807020862,394.0,FEMA_6
g05087,0.31772854435066855,219.0,FEMA_6
g05089,3.0342184443383013,51.0,FEMA_6
g05091,-0.7299402605820864,327.0,FEMA_6
g05093,-0.3887720341376869,291.0,FEMA_6
g05095,1.3511314812044868,136.0,FEMA_6
g05097,0.5707149298117378,198.0,FEMA_6
g05099,0.09063566951653068,250.0,FEMA_6
g05101,0.9757265604025164,168.0,FEMA_6
g05103,0.632047199124251,195.0,FEMA_6
g05105,-1.4807089303120269,380.0,FEMA_6
g05107,2.4694955793501343,68.0,FEMA_6
g05109,-0.0025881154298441345,261.0,FEMA_6
g05111,2.0054480516895774,91.0,FEMA_6
g05113,1.062937376604152,157.0,FEMA_6
g05115,-0.14443018399853352,272.0,FEMA_6
g05117,0.9199744942842459,172.0,FEMA_6
g05119,-1.4770847769717108,379.0,FEMA_6
g05121,1.7250406152284592,113.0,FEMA_6
g05123,-0.2908348697368409,280.0,FEMA_6
g05125,-2.8566877153086274,445.0,FEMA_6
g05127,0.5626628159166664,200.0,FEMA_6
g05129,4.663160298885996,20.0,FEMA_6
g05131,1.034874001533618,161.0,FEMA_6
g05133,1.748264218106889,108.0,FEMA_6
g05135,3.0397599283563737,50.0,FEMA_6
g05137,2.235088435056805,76.0,FEMA_6
g05139,-0.8422442591124902,338.0,FEMA_6
g05141,1.7097095458890004,116.0,FEMA_6
g05143,-0.4587538156787875,296.0,FEMA_6
g05145,-0.7629782108188473,331.0,FEMA_6
g05147,2.0510608703897075,84.0,FEMA_6
g05149,1.7278323581561936,112.0,FEMA_6
g06001,-2.2352766618697206,78.0,FEMA_9
g06003,3.8459385679352796,8.0,FEMA_9
g06005,1.2917781313809238,24.0,FEMA_9
g06007,0.6510417424614859,33.0,FEMA_9
g06009,-0.7912178089458005,55.0,FEMA_9
g06011,1.63419046952529,21.0,FEMA_9
g06013,-2.9829279871052092,80.0,FEMA_9
g06015,3.5217394462202494,10.0,FEMA_9
g06017,-3.005487344640888,81.0,FEMA_9
g06019,1.51383338482676,22.0,FEMA_9
g06021,0.5125879747053815,37.0,FEMA_9
g06023,-0.8369129159535329,56.0,FEMA_9
g06025,4.782507339884495,5.0,FEMA_9
g06027,1.2016409174676215,26.0,FEMA_9
g06029,-0.07909077676574439,47.0,FEMA_9
g06031,0.5021330855395103,38.0,FEMA_9
g06033,2.1010828818104827,13.0,FEMA_9
g06035,-0.4035072114077538,49.0,FEMA_9
g06037,0.87196320151925,31.0,FEMA_9
g06039,1.6855101692912993,19.0,FEMA_9
g06041,-1.464590507535485,66.0,FEMA_9
g06043,0.21440361622683768,44.0,FEMA_9
g06045,1.7373750771080523,17.0,FEMA_9
g06047,1.6540646308828482,20.0,FEMA_9
g06049,4.782064045279042,6.0,FEMA_9
g06051,-2.034133444540689,75.0,FEMA_9
g06053,1.0506849536926288,27.0,FEMA_9
g06055,0.9246212160208582,29.0,FEMA_9
g06057,-1.05966869769009,61.0,FEMA_9
g06059,-0.6008821911823108,52.0,FEMA_9
g06061,-3.0552403401275456,83.0,FEMA_9
g06063,1.9559716046720812,15.0,FEMA_9
g06065,-1.1827950201147546,63.0,FEMA_9
g06067,-1.5850208126206538,67.0,FEMA_9
g06069,-1.104387847386756,62.0,FEMA_9
g06071,-1.354660466175472,64.0,FEMA_9
g06073,-1.6948401851477344,68.0,FEMA_9
g06075,5.289854229202475,2.0,FEMA_9
g06077,-0.5665397542161041,51.0,FEMA_9
g06079,-1.0155714341132192,59.0,FEMA_9
g06081,-0.9774572060128928,58.0,FEMA_9
g06083,0.6374146786444732,34.0,FEMA_9
g06085,-2.065768328872578,76.0,FEMA_9
g06087,-0.6810364695429201,53.0,FEMA_9
g06089,0.28012651527492066,43.0,FEMA_9
g06091,1.7005433727651107,18.0,FEMA_9
g06093,0.8553522964936786,32.0,FEMA_9
g06095,-3.3416204684294626,84.0,FEMA_9
g06097,-0.8403637828426089,57.0,FEMA_9
g06099,0.39450697778041915,42.0,FEMA_9
g06101,0.17316962270226033,45.0,FEMA_9
g06103,0.916868527192565,30.0,FEMA_9
g06105,0.4008655775800827,41.0,FEMA_9
g06107,1.8746274129798757,16.0,FEMA_9
g06109,1.2192891053649588,25.0,FEMA_9
g06111,-1.724965684303037,69.0,FEMA_9
g06113,-1.8330076952970837,72.0,FEMA_9
g06115,-0.6958173193827759,54.0,FEMA_9
g08001,3.459230144119652,33.0,FEMA_8
g08003,2.28810652075354,54.0,FEMA_8
g08005,4.232034502708534,23.0,FEMA_8
g08007,2.1358931929935747,55.0,FEMA_8
g08009,2.12907771480112,56.0,FEMA_8
g08011,2.0980139812042333,57.0,FEMA_8
g08013,-1.6514737767320784,208.0,FEMA_8
g08014,1.3422025142617269,81.0,FEMA_8
g08015,1.4204964132367786,78.0,FEMA_8
g08017,0.13065376422608743,128.0,FEMA_8
g08019,-1.9177547199506568,220.0,FEMA_8
g08021,5.797837494226799,11.0,FEMA_8
g08023,10.062695629781697,2.0,FEMA_8
g08025,-1.3584437420709374,194.0,FEMA_8
g08027,1.9019407191653102,61.0,FEMA_8
g08029,2.8575240190962745,45.0,FEMA_8
g08031,13.181730353724397,1.0,FEMA_8
g08033,1.08715107205985,93.0,FEMA_8
g08035,-4.400656038017866,282.0,FEMA_8
g08037,-2.044753345424957,227.0,FEMA_8
g08039,-3.3873719898187096,263.0,FEMA_8
g08041,1.1715668062830227,85.0,FEMA_8
g08043,4.070723353673673,24.0,FEMA_8
g08045,-0.8535678894308576,170.0,FEMA_8
g08047,-2.7274376014514163,245.0,FEMA_8
g08049,-2.171267597261169,232.0,FEMA_8
g08051,-4.159016414608912,279.0,FEMA_8
g08053,5.609585773442706,12.0,FEMA_8
g08055,8.643805492936988,3.0,FEMA_8
g08057,0.740771559545719,104.0,FEMA_8
g08059,0.2100125932871384,124.0,FEMA_8
g08061,0.35899343592617516,118.0,FEMA_8
g08063,-0.6511709095076768,163.0,FEMA_8
g08065,0.13375818147812124,127.0,FEMA_8
g08067,-1.2966504342901257,189.0,FEMA_8
g08069,-1.5229696085843198,201.0,FEMA_8
g08071,4.007205924865999,26.0,FEMA_8
g08073,5.560382259913072,13.0,FEMA_8
g08075,-1.5480474900708086,202.0,FEMA_8
g08077,0.17708796566537466,125.0,FEMA_8
g08079,6.730389878594242,5.0,FEMA_8
g08081,-0.41510284922365903,150.0,FEMA_8
g08083,1.8076738970055928,65.0,FEMA_8
g08085,2.8560658341242284,46.0,FEMA_8
g08087,3.1063800932142933,41.0,FEMA_8
g08089,6.002197466653928,9.0,FEMA_8
g08091,1.1602218574126946,86.0,FEMA_8
g08093,-0.8831243910717159,172.0,FEMA_8
g08095,3.2105744242251464,38.0,FEMA_8
g08097,-3.006861335904532,256.0,FEMA_8
g08099,3.3573486588040153,35.0,FEMA_8
g08101,5.04835904731398,15.0,FEMA_8
g08103,-3.170883705844667,260.0,FEMA_8
g08105,5.865195551752434,10.0,FEMA_8
g08107,-3.937825524050276,272.0,FEMA_8
g08109,4.568868677705084,20.0,FEMA_8
g08111,-4.589715781690616,286.0,FEMA_8
g08113,-4.221027052261199,280.0,FEMA_8
g08115,3.2697800530304026,36.0,FEMA_8
g08117,-2.896079577238836,251.0,FEMA_8
g08119,0.9014046968924179,97.0,FEMA_8
g08121,-0.6372239208118609,161.0,FEMA_8
g08123,0.06698486874255061,130.0,FEMA_8
g08125,0.36741921527953103,117.0,FEMA_8
g09001,1.6955356732228877,17.0,FEMA_1
g09003,3.0692718583222742,6.0,FEMA_1
g09005,-0.6824946787096006,40.0,FEMA_1
g09007,-0.7848905380776816,43.0,FEMA_1
g09009,2.7574313895023517,8.0,FEMA_1
g09011,-0.7515159115137997,42.0,FEMA_1
g09013,-4.531832635866118,65.0,FEMA_1
g09015,0.27242178379594006,29.0,FEMA_1
g10001,-0.3675375928532953,155.0,FEMA_3
g10003,-1.3172826305401746,199.0,FEMA_3
g10005,4.267993941279008,21.0,FEMA_3
g11001,-0.7592889749133911,181.0,FEMA_3
g12001,-0.7737923237990517,461.0,FEMA_4
g12003,-0.8783917360576057,478.0,FEMA_4
g12005,0.24688544928442446,322.0,FEMA_4
g12007,2.6333203829818164,91.0,FEMA_4
g12009,0.19794342170842044,328.0,FEMA_4
g12011,1.9479238845670395,134.0,FEMA_4
g12013,5.026970620503124,24.0,FEMA_4
g12015,4.154173922626898,40.0,FEMA_4
g12017,4.587493897581125,28.0,FEMA_4
g12019,-3.7409635677464643,691.0,FEMA_4
g12021,4.19864024034562,37.0,FEMA_4
g12023,0.9085561081484779,240.0,FEMA_4
g12027,7.086659944159826,10.0,FEMA_4
g12029,2.0970931495920837,126.0,FEMA_4
g12031,-0.8700766554422151,477.0,FEMA_4
g12033,0.4451954191821266,292.0,FEMA_4
g12035,1.4868584596871686,173.0,FEMA_4
g12037,6.163547514796721,19.0,FEMA_4
g12039,2.0728195802986904,130.0,FEMA_4
g12041,0.7586302732323602,259.0,FEMA_4
g12043,9.372657506338452,4.0,FEMA_4
g12045,4.32443960938736,33.0,FEMA_4
g12047,4.300023928960111,34.0,FEMA_4
g12049,5.865032850981577,22.0,FEMA_4
g12051,7.617364223554934,9.0,FEMA_4
g12053,1.783703159118934,146.0,FEMA_4
g12055,6.467075917018255,16.0,FEMA_4
g12057,0.8067250764855984,253.0,FEMA_4
g12059,1.3908898680897286,182.0,FEMA_4
g12061,2.5858928532225547,95.0,FEMA_4
g12063,3.7638633129075845,46.0,FEMA_4
g12065,2.107533858608429,124.0,FEMA_4
g12067,2.3488593711716956,114.0,FEMA_4
g12069,1.7569774407846128,147.0,FEMA_4
g12071,3.822521884380293,45.0,FEMA_4
g12073,-2.406042164848198,633.0,FEMA_4
g12075,2.16665697068521,122.0,FEMA_4
g12077,2.3756954857744264,111.0,FEMA_4
g12079,2.092566550879615,128.0,FEMA_4
g12081,2.1897768225952254,120.0,FEMA_4
g12083,3.0653013658694404,70.0,FEMA_4
g12085,1.508900461077556,169.0,FEMA_4
g12086,9.004354539161152,5.0,FEMA_4
g12087,2.677517052940069,88.0,FEMA_4
g12089,-2.81415544669401,652.0,FEMA_4
g12091,-0.7322855475277625,457.0,FEMA_4
g12093,6.011013470934374,21.0,FEMA_4
g12095,1.6801143766544344,152.0,FEMA_4
g12097,5.449876304324436,23.0,FEMA_4
g12099,2.4440008113746887,102.0,FEMA_4
g12101,1.0493158887768559,224.0,FEMA_4
g12103,3.24318354387715,60.0,FEMA_4
g12105,2.1185034222111523,123.0,FEMA_4
g12107,2.8190052138169786,78.0,FEMA_4
g12109,-3.9069723562753147,695.0,FEMA_4
g12111,2.789327423750063,81.0,FEMA_4
g12113,-3.376771620477118,677.0,FEMA_4
g12115,3.611470523524118,49.0,FEMA_4
g12117,-2.4236858983110734,634.0,FEMA_4
g12119,6.529691230493821,15.0,FEMA_4
g12121,2.6287090203335386,93.0,FEMA_4
g12123,2.7167842538133824,86.0,FEMA_4
g12125,6.442042435902724,17.0,FEMA_4
g12127,2.0936006680608537,127.0,FEMA_4
g12129,-2.3633051601665516,632.0,FEMA_4
g12131,1.7186585828114183,150.0,FEMA_4
g12133,2.4237785942128554,104.0,FEMA_4
g13001,-0.6325273540664322,445.0,FEMA_4
g13003,0.6658795293440588,268.0,FEMA_4
g13005,-0.47029672193602223,418.0,FEMA_4
g13007,0.7639264590568566,258.0,FEMA_4
g13009,2.575844190767771,96.0,FEMA_4
g13011,-3.73398092889281,690.0,FEMA_4
g13013,-3.64025537268909,686.0,FEMA_4
g13015,-2.6870073169982556,644.0,FEMA_4
g13017,2.1998061172019683,118.0,FEMA_4
g13019,-0.39886264775351854,407.0,FEMA_4
g13021,0.5075310399496724,284.0,FEMA_4
g13023,-0.8393673555421727,471.0,FEMA_4
g13025,-1.2217934473555847,520.0,FEMA_4
g13027,1.1536538938088943,203.0,FEMA_4
g13029,-4.886375685124162,713.0,FEMA_4
g13031,-1.1919892223617912,519.0,FEMA_4
g13033,0.5687420718713552,278.0,FEMA_4
g13035,-1.848441778921185,596.0,FEMA_4
g13037,6.672174827342549,12.0,FEMA_4
g13039,-2.7339848152946953,649.0,FEMA_4
g13043,3.1975406850924317,64.0,FEMA_4
g13045,-2.7570636949269507,650.0,FEMA_4
g13047,-3.201501610617257,672.0,FEMA_4
g13049,0.8703235582134461,244.0,FEMA_4
g13051,-0.5550685826617474,432.0,FEMA_4
g13053,-1.4947166908116511,555.0,FEMA_4
g13055,-0.12217173219393801,374.0,FEMA_4
g13057,-5.7202747906794755,723.0,FEMA_4
g13059,1.1846478785647505,200.0,FEMA_4
g13061,7.894786118099244,7.0,FEMA_4
g13063,0.5746217479900806,277.0,FEMA_4
g13065,2.1913749202687285,119.0,FEMA_4
g13067,-3.397681307676838,680.0,FEMA_4
g13069,-0.0678821858697746,366.0,FEMA_4
g13071,0.6911986049736815,263.0,FEMA_4
g13073,-5.710418431041323,722.0,FEMA_4
g13075,-0.6519556156153977,447.0,FEMA_4
g13077,-4.78116367060942,711.0,FEMA_4
g13079,-1.7057601666600655,584.0,FEMA_4
g13081,1.1122229774274204,210.0,FEMA_4
g13083,-2.3601079033919596,630.0,FEMA_4
g13085,-3.8979749752475485,694.0,FEMA_4
g13087,1.9041051152150805,139.0,FEMA_4
g13089,-0.3320212639007307,399.0,FEMA_4
g13091,1.0875535556575004,213.0,FEMA_4
g13093,1.0371051051192264,226.0,FEMA_4
g13095,0.8060248240150856,254.0,FEMA_4
g13097,-4.700364020523394,709.0,FEMA_4
g13099,1.101885466971574,211.0,FEMA_4
g13101,3.884922303431175,43.0,FEMA_4
g13103,-5.867053106866622,727.0,FEMA_4
g13105,1.2478899472581755,194.0,FEMA_4
g13107,1.6930728309044631,151.0,FEMA_4
g13109,-0.4366280301806842,413.0,FEMA_4
g13111,1.141466779388931,206.0,FEMA_4
g13113,-7.13453636725302,733.0,FEMA_4
g13115,0.46418707627557165,290.0,FEMA_4
g13117,-7.138147488805218,734.0,FEMA_4
g13119,0.44934685269858193,291.0,FEMA_4
g13121,-2.3271704964647615,625.0,FEMA_4
g13123,0.7962945235363241,255.0,FEMA_4
g13125,1.611933657324567,158.0,FEMA_4
g13127,0.18919075847074013,330.0,FEMA_4
g13129,-1.0437932300890085,495.0,FEMA_4
g13131,0.3671529547629545,303.0,FEMA_4
g13133,2.2478701228860603,117.0,FEMA_4
g13135,-1.8407359747769563,595.0,FEMA_4
g13137,-0.8818609008372034,479.0,FEMA_4
g13139,-0.15855644436625052,375.0,FEMA_4
g13141,6.592740388170533,13.0,FEMA_4
g13143,-1.305219704185394,533.0,FEMA_4
g13145,-7.027364566171475,732.0,FEMA_4
g13147,0.6737956792185366,266.0,FEMA_4
g13149,-1.7124591464658019,585.0,FEMA_4
g13151,-5.3054001371317625,716.0,FEMA_4
g13153,-3.260800013690745,674.0,FEMA_4
g13155,0.15436130466493947,336.0,FEMA_4
g13157,-3.6932399814554513,688.0,FEMA_4
g13159,-1.9743783230136807,603.0,FEMA_4
g13161,-0.9560102594107996,484.0,FEMA_4
g13163,1.93447844880327,135.0,FEMA_4
g13165,0.8510354940045393,247.0,FEMA_4
g13167,1.3914274227823829,181.0,FEMA_4
g13169,-4.534483584945427,707.0,FEMA_4
g13171,-1.9254179198898116,599.0,FEMA_4
g13173,0.30846725716981815,313.0,FEMA_4
g13175,0.27113771462260344,318.0,FEMA_4
g13177,-6.76906730709657,731.0,FEMA_4
g13179,-2.103624935373452,611.0,FEMA_4
g13181,2.4711775002037903,100.0,FEMA_4
g13183,-0.2022631195804503,379.0,FEMA_4
g13185,-1.5517878777540821,563.0,FEMA_4
g13187,-2.4307546885162283,635.0,FEMA_4
g13189,-0.41635612373794606,411.0,FEMA_4
g13191,-0.6196673485400417,440.0,FEMA_4
g13193,1.8398783462587922,143.0,FEMA_4
g13195,-2.130984064917107,612.0,FEMA_4
g13197,1.645472184207086,153.0,FEMA_4
g13199,-0.8188587832019035,468.0,FEMA_4
g13201,1.0766161043289735,216.0,FEMA_4
g13205,0.6699108850938307,267.0,FEMA_4
g13207,-2.9555832114841385,659.0,FEMA_4
g13209,-1.0796195441391454,501.0,FEMA_4
g13211,-2.6631591379912614,642.0,FEMA_4
g13213,-1.5333483601707627,560.0,FEMA_4
g13215,0.6297587093810647,272.0,FEMA_4
g13217,-4.246712736971909,700.0,FEMA_4
g13219,-6.7109745679508155,730.0,FEMA_4
g13221,-3.345968496414633,676.0,FEMA_4
g13223,-6.34068357620311,729.0,FEMA_4
g13225,-1.4097861081281193,545.0,FEMA_4
g13227,-2.530198627089744,639.0,FEMA_4
g13229,-0.2023801061126751,380.0,FEMA_4
g13231,-5.592307208534417,721.0,FEMA_4
g13233,0.269268439975791,319.0,FEMA_4
g13235,2.4191042120795467,108.0,FEMA_4
g13237,0.2001050545630468,327.0,FEMA_4
g13239,1.4236120416233384,179.0,FEMA_4
g13241,2.9070533768506395,75.0,FEMA_4
g13243,2.3941933584320765,110.0,FEMA_4
g13245,0.9124025770153099,239.0,FEMA_4
g13247,-2.9537105237182515,658.0,FEMA_4
g13249,-2.5787090015794316,641.0,FEMA_4
g13251,-0.501025432389933,423.0,FEMA_4
g13253,1.469837042227215,175.0,FEMA_4
g13255,-0.5701043053520654,434.0,FEMA_4
g13257,-0.016711854483854482,357.0,FEMA_4
g13259,6.216015151590152,18.0,FEMA_4
g13261,2.5180074304652913,98.0,FEMA_4
g13263,-0.019590701557985063,358.0,FEMA_4
g13265,4.50166792777352,30.0,FEMA_4
g13267,2.011542727873915,132.0,FEMA_4
g13269,1.365842707853897,184.0,FEMA_4
g13271,8.088374461192366,6.0,FEMA_4
g13273,2.4195540851326385,107.0,FEMA_4
g13275,0.7865078612962751,256.0,FEMA_4
g13277,-0.0010180853763650383,355.0,FEMA_4
g13279,1.9684707073711234,133.0,FEMA_4
g13281,2.999729800916269,72.0,FEMA_4
g13283,1.1162064832974314,209.0,FEMA_4
g13285,-0.8561518176758867,474.0,FEMA_4
g13287,1.4985464599512106,172.0,FEMA_4
g13289,-1.2824206533601366,527.0,FEMA_4
g13291,2.1015874997485593,125.0,FEMA_4
g13293,1.0056612055817842,231.0,FEMA_4
g13295,-1.8112570215440222,592.0,FEMA_4
g13297,-3.591657171336838,685.0,FEMA_4
g13299,1.6384178325746974,155.0,FEMA_4
g13301,1.879748991001351,142.0,FEMA_4
g13303,1.5002426437885965,171.0,FEMA_4
g13305,-0.5170909458770057,427.0,FEMA_4
g13307,-0.7804600109339979,463.0,FEMA_4
g13309,6.037971865942467,20.0,FEMA_4
g13311,-0.816959858665297,467.0,FEMA_4
g13313,1.0554563900612903,222.0,FEMA_4
g13315,4.492279944072215,31.0,FEMA_4
g13317,2.4302991925168507,103.0,FEMA_4
g13319,-0.6102029585902475,437.0,FEMA_4
g13321,-0.7728944460065383,460.0,FEMA_4
g15001,,,
g15003,,,
g15005,,,
g15007,,,
g15009,,,
g16001,-3.2736583741796683,105.0,FEMA_10
g16003,-0.8094455079564984,73.0,FEMA_10
g16005,-1.0408350455837991,79.0,FEMA_10
g16007,-1.9853900479091107,98.0,FEMA_10
g16009,1.1283384505403746,49.0,FEMA_10
g16011,-0.5339777493073352,70.0,FEMA_10
g16013,-4.67845911068831,112.0,FEMA_10
g16015,-5.051361097703803,115.0,FEMA_10
g16017,-1.0907551599691883,81.0,FEMA_10
g16019,-1.7045904663531979,93.0,FEMA_10
g16021,-0.9631247630457704,77.0,FEMA_10
g16023,-0.17393991603530723,66.0,FEMA_10
g16025,-4.389783389521993,109.0,FEMA_10
g16027,1.3620325082576643,45.0,FEMA_10
g16029,-4.723293033862956,113.0,FEMA_10
g16031,-0.35127488333804957,68.0,FEMA_10
g16033,-0.6885136267395373,71.0,FEMA_10
g16035,-1.1484657553044282,83.0,FEMA_10
g16037,-4.479138603038062,110.0,FEMA_10
g16039,-1.7634980110513185,94.0,FEMA_10
g16041,-6.114430793357547,117.0,FEMA_10
g16043,-5.49946838387904,116.0,FEMA_10
g16045,2.0565272276214057,27.0,FEMA_10
g16047,-0.3877992865796299,69.0,FEMA_10
g16049,1.5427694267506424,41.0,FEMA_10
g16051,-4.527934062150335,111.0,FEMA_10
g16053,1.3356625747913524,46.0,FEMA_10
g16055,-0.8961871028162234,76.0,FEMA_10
g16057,-1.5843271497588476,91.0,FEMA_10
g16059,0.3088018440943425,59.0,FEMA_10
g16061,1.980390755070797,30.0,FEMA_10
g16063,-1.003820454884705,78.0,FEMA_10
g16065,-1.9564505607789315,96.0,FEMA_10
g16067,0.6108621346972233,55.0,FEMA_10
g16069,1.3143934454475001,47.0,FEMA_10
g16071,-3.6967683252189767,106.0,FEMA_10
g16073,1.7516627834822471,36.0,FEMA_10
g16075,1.8871990936088054,33.0,FEMA_10
g16077,-1.4856474065551988,88.0,FEMA_10
g16079,1.8990044612215262,32.0,FEMA_10
g16081,-6.46930536267136,118.0,FEMA_10
g16083,0.7396728481088582,53.0,FEMA_10
g16085,-4.797626753730247,114.0,FEMA_10
g16087,3.2615109891887397,10.0,FEMA_10
g17001,0.9137201456387815,173.0,FEMA_5
g17003,6.458233348444207,7.0,FEMA_5
g17005,-0.3897339720598604,293.0,FEMA_5
g17007,-0.013267896964775205,254.0,FEMA_5
g17009,-9.829982124896695,524.0,FEMA_5
g17011,1.7430883319074764,110.0,FEMA_5
g17013,-1.0774798935369327,360.0,FEMA_5
