GEOID,sovi,rank,fema_region
g05011,0.030478624851437888,256.0,FEMA_6
g05013,-0.1408875838036629,273.0,FEMA_6
g05015,1.4978174692996689,126.0,FEMA_6
g05017,1.861535842965547,98.0,FEMA_6
g05019,1.5109044188161038,124.0,FEMA_6
g05021,1.2101995955367744,144.0,FEMA_6
g05023,0.8407707156320248,177.0,FEMA_6
g05025,-2.1660534413894332,409.0,FEMA_6
g05027,0.14275912617400743,239.0,FEMA_6
g05029,0.3158025968458158,218.0,FEMA_6
g05031,-0.302762887560716,286.0,FEMA_6
g05033,0.39332646964151613,213.0,FEMA_6
g05035,-0.7511028553151461,332.0,FEMA_6
g05037,0.11639946041500313,244.0,FEMA_6
g05039,-0.857275729048255,342.0,FEMA_6
g05041,0.9913102645750691,164.0,FEMA_6
g05043,-0.2998028065258767,285.0,FEMA_6
g05045,-2.510924942760357,430.0,FEMA_6
g05047,1.3282050484830221,137.0,FEMA_6
g05049,3.7835957920070955,34.0,FEMA_6
g05051,1.1061055797738628,152.0,FEMA_6
g05053,-2.6486527317309476,438.0,FEMA_6
g05055,0.08152338973643375,249.0,FEMA_6
g05057,0.8018629541230051,182.0,FEMA_6
g05059,-0.49880636816857193,306.0,FEMA_6
g05061,1.3527819862398336,134.0,FEMA_6
g05063,0.5266528773614463,201.0,FEMA_6
g05065,1.9918161534348275,91.0,FEMA_6
g05067,1.2237612213924602,143.0,FEMA_6
g05069,-0.2862007154663564,282.0,FEMA_6
g05071,0.02020402764973126,259.0,FEMA_6
g05073,1.002185048121069,162.0,FEMA_6
g05075,3.4939492616645484,35.0,FEMA_6
g05077,0.6262183659288991,194.0,FEMA_6
g05079,-3.73752878022776,477.0,FEMA_6
g05081,0.28185527116582776,225.0,FEMA_6
g05083,0.8602181687953446,175.0,FEMA_6
g05085,-1.8478128070208628,395.0,FEMA_6
g05087,0.31772854435066844,217.0,FEMA_6
g05089,3.0342184443382982,50.0,FEMA_6
g05091,-0.729940260582087,330.0,FEMA_6
g05093,-0.38877203413768746,295.0,FEMA_6
g05095,1.3511314812044881,135.0,FEMA_6
g05097,0.570714929811732,196.0,FEMA_6
g05099,0.0906356695165258,248.0,FEMA_6
g05101,0.975726560402516,166.0,FEMA_6
g05103,0.6320471991242498,193.0,FEMA_6
g05105,-1.4807089303120298,381.0,FEMA_6
g05107,2.469495579350128,67.0,FEMA_6
g05109,-0.0025881154298469378,261.0,FEMA_6
g05111,2.0054480516895774,90.0,FEMA_6
g05113,1.0629373766041508,155.0,FEMA_6
g05115,-0.14443018399853308,274.0,FEMA_6
g05117,0.9199744942842449,170.0,FEMA_6
g05119,-1.4770847769717084,380.0,FEMA_6
g05121,1.7250406152284576,112.0,FEMA_6
g05123,-0.29083486973684247,284.0,FEMA_6
g05125,-2.8566877153086287,445.0,FEMA_6
g05127,0.5626628159166671,197.0,FEMA_6
g05129,4.6631602988859955,20.0,FEMA_6
g05131,1.0348740015336222,159.0,FEMA_6
g05133,1.74826421810689,107.0,FEMA_6
g05135,3.0397599283563697,49.0,FEMA_6
g05137,2.2350884350568005,75.0,FEMA_6
g05139,-0.8422442591124938,341.0,FEMA_6
g05141,1.7097095458889968,115.0,FEMA_6
g05143,-0.45875381567878326,300.0,FEMA_6
g05145,-0.7629782108188481,334.0,FEMA_6
g05147,2.051060870389707,83.0,FEMA_6
g05149,1.7278323581561938,111.0,FEMA_6
g06001,-2.2352766618697184,79.0,FEMA_9
g06003,3.8459385679352773,5.0,FEMA_9
g06005,1.2917781313809233,22.0,FEMA_9
g06007,0.6510417424614829,31.0,FEMA_9
g06009,-0.7912178089458014,56.0,FEMA_9
g06011,1.6341904695252898,19.0,FEMA_9
g06013,-2.982927987105211,81.0,FEMA_9
g06015,3.5217394462202503,7.0,FEMA_9
g06017,-3.0054873446408905,82.0,FEMA_9
g06019,1.513833384826762,20.0,FEMA_9
g06021,0.5125879747053845,36.0,FEMA_9
g06023,-0.8369129159535384,57.0,FEMA_9
g06025,4.7825073398845,3.0,FEMA_9
g06027,1.2016409174676161,24.0,FEMA_9
g06029,-0.07909077676574078,48.0,FEMA_9
g06031,0.5021330855395143,37.0,FEMA_9
g06033,2.1010828818104836,10.0,FEMA_9
g06035,-0.4035072114077449,51.0,FEMA_9
g06037,0.8719632015192512,29.0,FEMA_9
g06039,1.6855101692913015,17.0,FEMA_9
g06041,-1.4645905075354912,67.0,FEMA_9
g06043,0.21440361622683557,42.0,FEMA_9
g06045,1.737375077108048,15.0,FEMA_9
g06047,1.6540646308828513,18.0,FEMA_9
g06049,4.782064045279038,4.0,FEMA_9
g06051,-2.03413344454069,76.0,FEMA_9
g06053,1.0506849536926308,25.0,FEMA_9
g06055,0.9246212160208532,27.0,FEMA_9
g06057,-1.059668697690094,62.0,FEMA_9
g06059,-0.6008821911823113,53.0,FEMA_9
g06061,-3.0552403401275496,84.0,FEMA_9
g06063,1.955971604672074,13.0,FEMA_9
g06065,-1.1827950201147528,64.0,FEMA_9
g06067,-1.585020812620657,68.0,FEMA_9
g06069,-1.1043878473867574,63.0,FEMA_9
g06071,-1.3546604661754706,65.0,FEMA_9
g06073,-1.6948401851477357,69.0,FEMA_9
g06075,5.289854229202482,1.0,FEMA_9
g06077,-0.5665397542161026,52.0,FEMA_9
g06079,-1.0155714341132231,60.0,FEMA_9
g06081,-0.9774572060128954,59.0,FEMA_9
g06083,0.6374146786444703,32.0,FEMA_9
g06085,-2.065768328872577,77.0,FEMA_9
g06087,-0.6810364695429247,54.0,FEMA_9
g06089,0.2801265152749177,40.0,FEMA_9
g06091,1.700543372765109,16.0,FEMA_9
g06093,0.8553522964936782,30.0,FEMA_9
g06095,-3.341620468429463,85.0,FEMA_9
g06097,-0.8403637828426146,58.0,FEMA_9
g06099,0.39450697778041915,39.0,FEMA_9
g06101,0.1731696227022606,43.0,FEMA_9
g06103,0.9168685271925646,28.0,FEMA_9
g06105,0.4008655775800829,38.0,FEMA_9
g06107,1.8746274129798772,14.0,FEMA_9
g06109,1.2192891053649604,23.0,FEMA_9
g06111,-1.7249656843030392,70.0,FEMA_9
g06113,-1.8330076952970846,73.0,FEMA_9
g06115,-0.6958173193827748,55.0,FEMA_9
g08001,0.721670171767383,100.0,FEMA_8
g08003,0.37703219957953965,110.0,FEMA_8
g08005,0.36026109905171316,113.0,FEMA_8
g08007,0.17014451157297528,122.0,FEMA_8
g08009,0.16816260300497238,123.0,FEMA_8
g08011,0.1502636054625936,125.0,FEMA_8
g08013,-0.10145332332569038,137.0,FEMA_8
g08014,0.07493035556289268,129.0,FEMA_8
g08015,1.4204964132367774,72.0,FEMA_8
g08017,0.13065376422609254,127.0,FEMA_8
g08019,-1.917754719950661,220.0,FEMA_8
g08021,5.7978374942268065,11.0,FEMA_8
g08023,10.0626956297817,2.0,FEMA_8
g08025,-1.3584437420709339,195.0,FEMA_8
g08027,1.9019407191653044,55.0,FEMA_8
g08029,2.8575240190962754,43.0,FEMA_8
g08031,13.181730353724369,1.0,FEMA_8
g08033,1.08715107205985,86.0,FEMA_8
g08035,-4.400656038017878,282.0,FEMA_8
g08037,-2.0447533454249607,227.0,FEMA_8
g08039,-3.387371989818716,263.0,FEMA_8
g08041,1.1715668062830165,78.0,FEMA_8
g08043,4.0707233536736736,23.0,FEMA_8
g08045,-0.8535678894308516,171.0,FEMA_8
g08047,-2.7274376014514146,245.0,FEMA_8
g08049,-2.171267597261176,232.0,FEMA_8
g08051,-4.159016414608912,279.0,FEMA_8
g08053,5.60958577344269,12.0,FEMA_8
g08055,8.643805492936988,3.0,FEMA_8
g08057,0.7407715595457223,97.0,FEMA_8
g08059,0.21001259328713218,120.0,FEMA_8
g08061,0.3589934359261756,114.0,FEMA_8
g08063,-0.6511709095076683,164.0,FEMA_8
g08065,0.13375818147813057,126.0,FEMA_8
g08067,-1.2966504342901257,190.0,FEMA_8
g08069,-1.5229696085843205,202.0,FEMA_8
g08071,4.007205924866008,25.0,FEMA_8
g08073,5.560382259913071,13.0,FEMA_8
g08075,-1.5480474900708023,203.0,FEMA_8
g08077,0.1770879656653765,121.0,FEMA_8
g08079,6.730389878594227,5.0,FEMA_8
g08081,-0.4151028492236535,151.0,FEMA_8
g08083,1.8076738970055959,59.0,FEMA_8
g08085,2.8560658341242324,44.0,FEMA_8
g08087,3.106380093214301,39.0,FEMA_8
g08089,6.002197466653936,9.0,FEMA_8
g08091,1.160221857412684,79.0,FEMA_8
g08093,-0.8831243910717195,173.0,FEMA_8
g08095,3.2105744242251495,36.0,FEMA_8
g08097,-3.006861335904544,256.0,FEMA_8
g08099,3.3573486588040256,33.0,FEMA_8
g08101,5.048359047313985,15.0,FEMA_8
g08103,-3.1708837058446626,260.0,FEMA_8
g08105,5.865195551752435,10.0,FEMA_8
g08107,-3.9378255240502766,272.0,FEMA_8
g08109,4.568868677705095,20.0,FEMA_8
g08111,-4.589715781690613,286.0,FEMA_8
g08113,-4.2210270522612054,280.0,FEMA_8
g08115,3.2697800530304053,34.0,FEMA_8
g08117,-2.8960795772388397,251.0,FEMA_8
g08119,0.9014046968924148,90.0,FEMA_8
g08121,-0.6372239208118584,162.0,FEMA_8
g08123,0.06698486874255327,130.0,FEMA_8
g08125,0.36741921527953547,112.0,FEMA_8
g09001,0.3986962797275258,25.0,FEMA_1
g09003,0.7003324975116381,21.0,FEMA_1
g09005,-0.09696672753341837,35.0,FEMA_1
g09007,-0.06394128479912364,34.0,FEMA_1
g09009,0.20577578931628607,29.0,FEMA_1
g09011,-0.0461127200623088,33.0,FEMA_1
g09013,-0.21803727546508256,36.0,FEMA_1
g09015,0.2724217837959416,28.0,FEMA_1
g10001,-0.06567963942516225,144.0,FEMA_3
g10003,-0.1841961185184004,151.0,FEMA_3
g10005,0.5874297513557478,96.0,FEMA_3
g11001,-0.09258005726647216,146.0,FEMA_3
g12001,-0.7737923237990488,464.0,FEMA_4
g12003,-0.8783917360576116,481.0,FEMA_4
g12005,0.24688544928441947,319.0,FEMA_4
g12007,2.6333203829818137,91.0,FEMA_4
g12009,0.1979434217084165,326.0,FEMA_4
g12011,1.9479238845670355,134.0,FEMA_4
g12013,5.0269706205031195,24.0,FEMA_4
g12015,4.154173922626887,40.0,FEMA_4
g12017,4.587493897581113,28.0,FEMA_4
g12019,-3.7409635677464665,692.0,FEMA_4
g12021,4.198640240345613,37.0,FEMA_4
g12023,0.9085561081484699,238.0,FEMA_4
g12027,7.086659944159831,10.0,FEMA_4
g12029,2.097093149592076,126.0,FEMA_4
g12031,-0.8700766554422128,480.0,FEMA_4
g12033,0.4451954191821235,290.0,FEMA_4
g12035,1.4868584596871537,171.0,FEMA_4
g12037,6.163547514796721,19.0,FEMA_4
g12039,2.0728195802986837,130.0,FEMA_4
g12041,0.7586302732323577,257.0,FEMA_4
g12043,9.372657506338442,4.0,FEMA_4
g12045,4.324439609387361,33.0,FEMA_4
g12047,4.300023928960108,34.0,FEMA_4
g12049,5.865032850981583,22.0,FEMA_4
g12051,7.617364223554937,9.0,FEMA_4
g12053,1.7837031591189219,146.0,FEMA_4
g12055,6.467075917018245,16.0,FEMA_4
g12057,0.8067250764855982,251.0,FEMA_4
g12059,1.3908898680897293,180.0,FEMA_4
g12061,2.58589285322255,95.0,FEMA_4
g12063,3.763863312907579,46.0,FEMA_4
g12065,2.107533858608426,124.0,FEMA_4
g12067,2.348859371171694,114.0,FEMA_4
g12069,1.7569774407846017,147.0,FEMA_4
g12071,3.822521884380282,45.0,FEMA_4
g12073,-2.4060421648481976,635.0,FEMA_4
g12075,2.166656970685202,122.0,FEMA_4
g12077,2.3756954857744383,111.0,FEMA_4
g12079,2.092566550879614,128.0,FEMA_4
g12081,2.189776822595218,120.0,FEMA_4
g12083,3.0653013658694297,70.0,FEMA_4
g12085,1.5089004610775558,167.0,FEMA_4
g12086,9.004354539161138,5.0,FEMA_4
g12087,2.677517052940061,88.0,FEMA_4
g12089,-2.8141554466940124,654.0,FEMA_4
g12091,-0.7322855475277648,460.0,FEMA_4
g12093,6.011013470934367,21.0,FEMA_4
g12095,1.680114376654432,151.0,FEMA_4
g12097,5.449876304324414,23.0,FEMA_4
g12099,2.4440008113746856,102.0,FEMA_4
g12101,1.0493158887768494,222.0,FEMA_4
g12103,3.2431835438771586,60.0,FEMA_4
g12105,2.118503422211144,123.0,FEMA_4
g12107,2.819005213816972,78.0,FEMA_4
g12109,-3.9069723562753085,696.0,FEMA_4
g12111,2.7893274237500507,81.0,FEMA_4
g12113,-3.3767716204771174,678.0,FEMA_4
g12115,3.6114705235241114,49.0,FEMA_4
g12117,-2.4236858983110725,636.0,FEMA_4
g12119,6.529691230493805,15.0,FEMA_4
g12121,2.6287090203335395,93.0,FEMA_4
g12123,2.716784253813376,86.0,FEMA_4
g12125,6.442042435902725,17.0,FEMA_4
g12127,2.0936006680608457,127.0,FEMA_4
g12129,-2.363305160166558,634.0,FEMA_4
g12131,1.718658582811414,149.0,FEMA_4
g12133,2.4237785942128505,104.0,FEMA_4
g13001,-0.6325273540664239,448.0,FEMA_4
g13003,0.6658795293440594,266.0,FEMA_4
g13005,-0.47029672193601946,421.0,FEMA_4
g13007,0.763926459056858,256.0,FEMA_4
g13009,2.575844190767765,96.0,FEMA_4
g13011,-3.7339809288928048,691.0,FEMA_4
g13013,-3.6402553726890914,687.0,FEMA_4
g13015,-2.687007316998258,646.0,FEMA_4
g13017,2.1998061172019634,118.0,FEMA_4
g13019,-0.3988626477535159,410.0,FEMA_4
g13021,0.5075310399496704,282.0,FEMA_4
g13023,-0.8393673555421772,474.0,FEMA_4
g13025,-1.2217934473555885,524.0,FEMA_4
g13027,1.1536538938088956,201.0,FEMA_4
g13029,-4.886375685124164,713.0,FEMA_4
g13031,-1.191989222361792,523.0,FEMA_4
g13033,0.5687420718713441,276.0,FEMA_4
g13035,-1.848441778921185,599.0,FEMA_4
g13037,6.672174827342569,12.0,FEMA_4
g13039,-2.7339848152947024,651.0,FEMA_4
g13043,3.197540685092433,64.0,FEMA_4
g13045,-2.7570636949269516,652.0,FEMA_4
g13047,-3.2015016106172594,673.0,FEMA_4
g13049,0.870323558213449,242.0,FEMA_4
g13051,-0.5550685826617513,435.0,FEMA_4
g13053,-1.4947166908116614,559.0,FEMA_4
g13055,-0.12217173219393557,374.0,FEMA_4
g13057,-5.720274790679471,723.0,FEMA_4
g13059,1.1846478785647527,198.0,FEMA_4
g13061,7.894786118099246,7.0,FEMA_4
g13063,0.5746217479900761,275.0,FEMA_4
g13065,2.191374920268729,119.0,FEMA_4
g13067,-3.397681307676825,681.0,FEMA_4
g13069,-0.06788218586977407,366.0,FEMA_4
g13071,0.6911986049736829,261.0,FEMA_4
g13073,-5.710418431041317,722.0,FEMA_4
g13075,-0.6519556156153966,450.0,FEMA_4
g13077,-4.78116367060942,711.0,FEMA_4
g13079,-1.7057601666600686,587.0,FEMA_4
g13081,1.1122229774274173,208.0,FEMA_4
g13083,-2.36010790339196,632.0,FEMA_4
g13085,-3.89797497524755,695.0,FEMA_4
g13087,1.9041051152150785,139.0,FEMA_4
g13089,-0.33202126390071895,402.0,FEMA_4
g13091,1.0875535556575004,211.0,FEMA_4
g13093,1.0371051051192313,224.0,FEMA_4
g13095,0.8060248240150788,252.0,FEMA_4
g13097,-4.700364020523398,709.0,FEMA_4
g13099,1.1018854669715736,209.0,FEMA_4
g13101,3.8849223034311713,43.0,FEMA_4
g13103,-5.867053106866625,727.0,FEMA_4
g13105,1.2478899472581686,192.0,FEMA_4
g13107,1.693072830904465,150.0,FEMA_4
g13109,-0.4366280301806816,416.0,FEMA_4
g13111,1.1414667793889275,204.0,FEMA_4
g13113,-7.134536367253009,733.0,FEMA_4
g13115,0.464187076275571,288.0,FEMA_4
g13117,-7.138147488805205,734.0,FEMA_4
g13119,0.44934685269858254,289.0,FEMA_4
g13121,-2.327170496464743,627.0,FEMA_4
g13123,0.7962945235363245,253.0,FEMA_4
g13125,1.6119336573245768,157.0,FEMA_4
g13127,0.18919075847073322,328.0,FEMA_4
g13129,-1.0437932300890063,498.0,FEMA_4
g13131,0.3671529547629551,301.0,FEMA_4
g13133,2.247870122886059,117.0,FEMA_4
g13135,-1.840735974776948,598.0,FEMA_4
g13137,-0.8818609008372049,482.0,FEMA_4
g13139,-0.15855644436625094,376.0,FEMA_4
g13141,6.592740388170521,13.0,FEMA_4
g13143,-1.3052197041853937,537.0,FEMA_4
g13145,-7.02736456617147,732.0,FEMA_4
g13147,0.6737956792185329,264.0,FEMA_4
g13149,-1.7124591464658048,588.0,FEMA_4
g13151,-5.305400137131767,716.0,FEMA_4
g13153,-3.260800013690745,675.0,FEMA_4
g13155,0.1543613046649432,334.0,FEMA_4
g13157,-3.6932399814554495,689.0,FEMA_4
g13159,-1.9743783230136827,606.0,FEMA_4
g13161,-0.956010259410796,487.0,FEMA_4
g13163,1.934478448803267,135.0,FEMA_4
g13165,0.8510354940045349,245.0,FEMA_4
g13167,1.3914274227823922,179.0,FEMA_4
g13169,-4.53448358494543,708.0,FEMA_4
g13171,-1.9254179198898138,602.0,FEMA_4
g13173,0.3084672571698122,310.0,FEMA_4
g13175,0.2711377146225986,315.0,FEMA_4
g13177,-6.7690673070965675,731.0,FEMA_4
g13179,-2.1036249353734613,614.0,FEMA_4
g13181,2.471177500203783,100.0,FEMA_4
g13183,-0.2022631195804654,380.0,FEMA_4
g13185,-1.551787877754088,567.0,FEMA_4
g13187,-2.4307546885162323,637.0,FEMA_4
g13189,-0.4163561237379487,414.0,FEMA_4
g13191,-0.6196673485400545,443.0,FEMA_4
g13193,1.8398783462587982,143.0,FEMA_4
g13195,-2.130984064917111,615.0,FEMA_4
g13197,1.6454721842070863,152.0,FEMA_4
g13199,-0.8188587832019076,471.0,FEMA_4
g13201,1.0766161043289788,214.0,FEMA_4
g13205,0.6699108850938347,265.0,FEMA_4
g13207,-2.955583211484141,661.0,FEMA_4
g13209,-1.0796195441391436,504.0,FEMA_4
g13211,-2.663159137991261,644.0,FEMA_4
g13213,-1.5333483601707654,564.0,FEMA_4
g13215,0.629758709381061,270.0,FEMA_4
g13217,-4.2467127369719195,701.0,FEMA_4
g13219,-6.710974567950807,730.0,FEMA_4
g13221,-3.3459684964146335,677.0,FEMA_4
g13223,-6.340683576203114,729.0,FEMA_4
g13225,-1.409786108128119,549.0,FEMA_4
g13227,-2.53019862708974,641.0,FEMA_4
g13229,-0.20238010611267468,381.0,FEMA_4
g13231,-5.5923072085344225,721.0,FEMA_4
g13233,0.2692684399757887,316.0,FEMA_4
g13235,2.4191042120795356,108.0,FEMA_4
g13237,0.20010505456303845,325.0,FEMA_4
g13239,1.4236120416233236,177.0,FEMA_4
g13241,2.9070533768506324,75.0,FEMA_4
g13243,2.3941933584320845,110.0,FEMA_4
g13245,0.912402577015303,237.0,FEMA_4
g13247,-2.953710523718259,660.0,FEMA_4
g13249,-2.5787090015794276,643.0,FEMA_4
g13251,-0.5010254323899408,426.0,FEMA_4
g13253,1.4698370422272058,173.0,FEMA_4
g13255,-0.5701043053520688,437.0,FEMA_4
g13257,-0.016711854483861144,357.0,FEMA_4
g13259,6.216015151590158,18.0,FEMA_4
g13261,2.518007430465291,98.0,FEMA_4
g13263,-0.0195907015579955,358.0,FEMA_4
g13265,4.5016679277735125,30.0,FEMA_4
g13267,2.0115427278739215,132.0,FEMA_4
g13269,1.3658427078538937,182.0,FEMA_4
g13271,8.088374461192364,6.0,FEMA_4
g13273,2.4195540851326363,107.0,FEMA_4
g13275,0.7865078612962743,254.0,FEMA_4
g13277,-0.0010180853763652742,355.0,FEMA_4
g13279,1.968470707371124,133.0,FEMA_4
g13281,2.9997298009162594,72.0,FEMA_4
g13283,1.116206483297433,207.0,FEMA_4
g13285,-0.8561518176758878,477.0,FEMA_4
g13287,1.498546459951206,170.0,FEMA_4
g13289,-1.2824206533601366,531.0,FEMA_4
g13291,2.1015874997485517,125.0,FEMA_4
g13293,1.005661205581778,229.0,FEMA_4
g13295,-1.8112570215440222,595.0,FEMA_4
g13297,-3.5916571713368395,686.0,FEMA_4
g13299,1.6384178325746996,154.0,FEMA_4
g13301,1.8797489910013518,142.0,FEMA_4
g13303,1.5002426437885938,169.0,FEMA_4
g13305,-0.5170909458770077,430.0,FEMA_4
g13307,-0.7804600109339977,466.0,FEMA_4
g13309,6.037971865942475,20.0,FEMA_4
g13311,-0.816959858665298,470.0,FEMA_4
g13313,1.055456390061286,220.0,FEMA_4
g13315,4.492279944072219,31.0,FEMA_4
g13317,2.430299192516851,103.0,FEMA_4
g13319,-0.6102029585902535,440.0,FEMA_4
g13321,-0.7728944460065416,463.0,FEMA_4
g15001,,,
g15003,,,
g15005,,,
g15007,,,
g15009,,,
g16001,-0.7272341655205001,76.0,FEMA_10
g16003,-0.10962013381075472,67.0,FEMA_10
g16005,-0.13978191626803432,68.0,FEMA_10
g16007,-0.1685545564262184,69.0,FEMA_10
g16009,0.09083749827693763,62.0,FEMA_10
g16011,-0.04044200310486213,65.0,FEMA_10
g16013,-0.3436366120314747,72.0,FEMA_10
g16015,-5.051361097703802,115.0,FEMA_10
g16017,-1.0907551599691871,84.0,FEMA_10
g16019,-1.7045904663531952,96.0,FEMA_10
g16021,-0.9631247630457718,81.0,FEMA_10
g16023,-0.17393991603530407,70.0,FEMA_10
g16025,-4.389783389521998,110.0,FEMA_10
g16027,1.3620325082576632,45.0,FEMA_10
g16029,-4.723293033862951,113.0,FEMA_10
g16031,-0.3512748833380494,73.0,FEMA_10
g16033,-0.6885136267395346,75.0,FEMA_10
g16035,-1.148465755304427,86.0,FEMA_10
g16037,-4.479138603038063,111.0,FEMA_10
g16039,-1.763498011051321,97.0,FEMA_10
g16041,-6.114430793357542,117.0,FEMA_10
g16043,-5.499468383879037,116.0,FEMA_10
g16045,2.0565272276214066,27.0,FEMA_10
g16047,-0.3877992865796288,74.0,FEMA_10
g16049,1.5427694267506395,41.0,FEMA_10
g16051,-4.527934062150332,112.0,FEMA_10
g16053,1.3356625747913504,46.0,FEMA_10
g16055,-0.8961871028162216,80.0,FEMA_10
g16057,-1.5843271497588507,94.0,FEMA_10
g16059,0.30880184409434464,58.0,FEMA_10
g16061,1.9803907550707986,30.0,FEMA_10
g16063,-1.0038204548847056,82.0,FEMA_10
g16065,-1.95645056077894,99.0,FEMA_10
g16067,0.6108621346972241,54.0,FEMA_10
g16069,1.3143934454474997,47.0,FEMA_10
g16071,-3.6967683252189767,107.0,FEMA_10
g16073,1.7516627834822416,36.0,FEMA_10
g16075,1.8871990936088057,33.0,FEMA_10
g16077,-1.4856474065551968,91.0,FEMA_10
g16079,1.8990044612215264,32.0,FEMA_10
g16081,-6.469305362671356,118.0,FEMA_10
g16083,0.7396728481088591,52.0,FEMA_10
g16085,-4.7976267537302455,114.0,FEMA_10
g16087,3.2615109891887397,10.0,FEMA_10
g17001,0.17160409984856123,234.0,FEMA_5
g17003,0.9529683397693284,170.0,FEMA_5
g17005,-0.05515930760685125,259.0,FEMA_5
g17007,-0.0014893088420639064,254.0,FEMA_5
g17009,-1.0196323590676755,355.0,FEMA_5
g17011,0.08961571271687704,239.0,FEMA_5
