GEOID,sovi,rank,state_id
g16019,-1.1055024024383382,34.0,g16
g16021,-0.0013060159045825137,26.0,g16
g16023,-0.13883537438100912,29.0,g16
g16025,-1.416682502696255,36.0,g16
g16027,3.1783978100252224,3.0,g16
g16029,-3.4359158495044984,39.0,g16
g16031,1.17683476380134,15.0,g16
g16033,1.659202939973496,13.0,g16
g16035,1.1382975549563907,16.0,g16
g16037,-3.1194506463304883,38.0,g16
g16039,3.023116683170532,4.0,g16
g16041,-5.439742441510998,43.0,g16
g16043,-5.054223636629744,42.0,g16
g16045,2.7307212365754214,6.0,g16
g16047,0.8134141484785558,18.0,g16
g16049,2.2683163453867135,11.0,g16
g16051,-3.79990901983374,40.0,g16
g16053,2.7439397405659465,5.0,g16
g16055,-0.3935217836246769,33.0,g16
g16057,0.8109869950019899,19.0,g16
g16059,1.2763934146403224,14.0,g16
g16061,2.4543893875761125,9.0,g16
g16063,0.5334753262487372,20.0,g16
g16065,-1.383186716921156,35.0,g16
g16067,0.9966916518976142,17.0,g16
g16069,2.647535812029047,7.0,g16
g16071,-2.5269021054695804,37.0,g16
g16073,3.7644374942193495,1.0,g16
g16075,2.530851884560655,8.0,g16
g16077,0.25103496465744013,22.0,g16
g16079,2.3670671026212227,10.0,g16
g16081,-4.86612530378561,41.0,g16
g16083,1.8739331444306013,12.0,g16
g16085,-5.61577745581744,44.0,g16
g16087,3.753358425595324,2.0,g16
g17001,-0.2374286899807877,55.0,g17
g17003,1.169982432904116,26.0,g17
g17005,-0.08281164419795707,52.0,g17
g17007,-0.3783444566335382,62.0,g17
g17009,0.23734994547331317,45.0,g17
g17011,-0.008314534225352367,51.0,g17
g17013,0.06865057318136111,49.0,g17
g17015,0.8659938796962757,31.0,g17
g17017,-0.28186855289112533,58.0,g17
g17019,1.837208395094587,18.0,g17
g17021,0.23808230435341304,44.0,g17
g17023,0.10268847510952796,48.0,g17
g17025,3.085355384745983,11.0,g17
g17027,-2.2164692003658804,90.0,g17
g17029,0.3735489439136557,40.0,g17
g17031,-0.8709062487402339,68.0,g17
g17033,2.957006447482599,12.0,g17
g17035,-0.1865468942548605,54.0,g17
g17037,-1.8710806247786147,85.0,g17
g17039,-1.6873065405313972,81.0,g17
g17041,-1.8361763164040226,84.0,g17
g17043,-4.4725822982002095,97.0,g17
g17045,0.6126988463753449,36.0,g17
g17047,0.6545834361324252,34.0,g17
g17049,-2.015859600527021,88.0,g17
g17051,1.066393703779077,27.0,g17
g17053,-0.9482112726591009,71.0,g17
g17055,2.2626338280176452,15.0,g17
g17057,0.36163829752175064,41.0,g17
g17059,5.381813944312382,3.0,g17
g17061,0.20557583897508808,47.0,g17
g17063,-3.867126998483465,95.0,g17
g17065,3.4633984864413643,9.0,g17
g17067,0.525859130861749,38.0,g17
g17069,8.078314937616948,1.0,g17
g17071,0.9497522245051179,30.0,g17
g17073,-1.5780533116545612,80.0,g17
g17075,-0.6108997851407724,64.0,g17
g17077,5.878019372073183,2.0,g17
g17079,-0.5442975567090509,63.0,g17
g17081,1.93336459929858,17.0,g17
g17083,-2.1338364789180355,89.0,g17
g17085,1.3707232469585384,23.0,g17
g17087,3.4490261203580963,10.0,g17
g17089,-5.341652616132182,99.0,g17
g17091,-1.690626239524235,82.0,g17
g17093,-7.672562400419686,102.0,g17
g17095,0.7932998443260644,33.0,g17
g17097,-4.80593247913452,98.0,g17
g17099,-1.4725584444266206,77.0,g17
g17101,4.043827300623648,6.0,g17
g17103,-1.0819278762854831,74.0,g17
g17105,-0.6745040562406048,65.0,g17
g17107,0.34679452224408935,42.0,g17
g17109,2.4573110398501816,14.0,g17
g17111,-5.702502140629221,101.0,g17
g17113,-1.8073591756287353,83.0,g17
g17115,-0.33059104830261915,60.0,g17
g17117,-1.0680145984224199,73.0,g17
g17119,-1.5525511429792556,78.0,g17
g17121,1.1940515363219475,25.0,g17
g17123,-0.6985556405046944,67.0,g17
g17125,1.450966907559474,21.0,g17
g17127,1.0434010309836461,28.0,g17
g17129,-1.9078597428592383,87.0,g17
g17131,-1.55334917440823,79.0,g17
g17133,-4.4457827722089736,96.0,g17
g17135,0.581006690951078,37.0,g17
g17137,-0.23917223375350483,56.0,g17
g17139,-1.8964758271648665,86.0,g17
g17141,-2.912116203045137,93.0,g17
g17143,0.013805737260315976,50.0,g17
g17145,4.399719470948202,4.0,g17
g17147,-2.700903083694185,92.0,g17
g17149,2.9343853066134473,13.0,g17
g17151,3.7599794855224755,7.0,g17
g17153,4.305885152152189,5.0,g17
g17155,0.300116970675978,43.0,g17
g17157,1.3211904430684769,24.0,g17
g17159,0.4006554964088964,39.0,g17
g17161,-0.9498602895490315,72.0,g17
g17163,-0.9356058509915669,70.0,g17
g17165,3.506390969241597,8.0,g17
g17167,-1.3550707046914567,76.0,g17
g17169,1.7055635342653224,20.0,g17
g17171,-0.3711017086296372,61.0,g17
g17173,-0.1104410896110356,53.0,g17
g17175,-0.6796473879612646,66.0,g17
g17177,-0.2659240528969177,57.0,g17
g17179,-2.5983740719256594,91.0,g17
g17181,1.4062765968518676,22.0,g17
g17183,0.6297266723927253,35.0,g17
g17185,0.23581373943019124,46.0,g17
g17187,0.9519018827981596,29.0,g17
g17189,-0.9075245706971273,69.0,g17
g17191,0.8654924236873972,32.0,g17
g17193,1.7471103185407086,19.0,g17
g17195,-0.2881229716906202,59.0,g17
g17197,-5.5883122130490985,100.0,g17
g17199,1.9990678181570445,16.0,g17
g17201,-1.2580859214150144,75.0,g17
g17203,-3.8625961195709886,94.0,g17
g23001,-0.1778673261963122,23.0,g23g33g25
g23003,0.9066918432864238,15.0,g23g33g25
g23005,-0.32361998920045293,24.0,g23g33g25
g23007,0.03154054916943892,18.0,g23g33g25
g23009,-0.09241548007775512,22.0,g23g33g25
g23011,-0.012387810017398268,20.0,g23g33g25
g23013,-0.02094529594562296,21.0,g23g33g25
g23015,1.1592858134047699,10.0,g23g33g25
g23017,0.9678327473507127,13.0,g23g33g25
g23019,-1.3745640744533039,31.0,g23g33g25
g23021,2.565327116784947,5.0,g23g33g25
g23023,-2.304577455828955,35.0,g23g33g25
g23025,0.9843022008395679,12.0,g23g33g25
g23027,-1.1816819470722084,27.0,g23g33g25
g23029,5.0119454503835685,2.0,g23g33g25
g23031,-2.20281946530986,33.0,g23g33g25
g25001,2.395529695899444,6.0,g23g33g25
g25003,2.383504922473511,7.0,g23g33g25
g25005,3.966438791768227,3.0,g23g33g25
g25007,1.0011966776548826,11.0,g23g33g25
g25009,3.1110561193274733,4.0,g23g33g25
g25011,-0.3868704341279832,25.0,g23g33g25
g25013,7.190999137878121,1.0,g23g33g25
g25015,-1.2116826125149496,28.0,g23g33g25
g25017,-1.2163250597956676,29.0,g23g33g25
g25019,-6.72824377228676,40.0,g23g33g25
g25021,0.020700727939430896,19.0,g23g33g25
g25023,0.7931892253075997,16.0,g23g33g25
g25025,2.008713213978122,8.0,g23g33g25
g25027,0.95094609583212,14.0,g23g33g25
g29001,0.23571329945312533,56.0,g29
g29003,-0.5063974571273171,72.0,g29
g29005,-0.21806664891312272,69.0,g29
g29007,0.08812902730107247,59.0,g29
g29009,0.0641365318397848,60.0,g29
g29011,-0.058751688156105444,63.0,g29
g29013,-0.05229975221228712,62.0,g29
g29015,2.4081090208231113,22.0,g29
g29017,-3.4946997128700072,103.0,g29
g29019,-1.1314348432396433,80.0,g29
g29021,0.5353714071188694,51.0,g29
g29023,2.3907087793306676,24.0,g29
g29025,-1.9787085392881125,90.0,g29
g29027,-3.046598693085051,102.0,g29
g29029,1.950203313427388,29.0,g29
g29031,-0.40343443614657304,70.0,g29
g29033,-1.6175396029950528,85.0,g29
g29035,3.0800672766178736,12.0,g29
g29037,-3.7664147318156003,107.0,g29
g29039,1.691148161035422,30.0,g29
g29041,1.2306121333368,35.0,g29
g29043,-4.355581583102111,109.0,g29
g29045,-1.6939916049701973,86.0,g29
g29047,-2.612741443116061,97.0,g29
g29049,-2.263236165157278,95.0,g29
g29051,-1.804202123909662,87.0,g29
g29053,-1.8243382230460616,88.0,g29
g29055,-0.10554570773315736,65.0,g29
g29057,0.8722606011980903,46.0,g29
g29059,-2.067011141679358,92.0,g29
g29061,-1.9246666251764823,89.0,g29
g29063,-7.345287446596753,115.0,g29
g29065,-0.2018948761043105,68.0,g29
g29067,-1.1747215186141684,81.0,g29
g29069,4.3099694406171185,4.0,g29
g29071,-3.5741087589563305,105.0,g29
g29073,1.000789354502809,41.0,g29
g29075,2.461528529107857,21.0,g29
g29077,0.5281027603039425,52.0,g29
g29079,1.1986210717167358,36.0,g29
g29081,-0.19590567916597856,67.0,g29
g29083,1.0562903909610304,39.0,g29
g29085,5.712039780426093,3.0,g29
g29087,2.5049589797965615,20.0,g29
g29089,-0.1024132307425157,64.0,g29
g29091,0.8589696261244525,47.0,g29
g29093,2.03927299502641,28.0,g29
g29095,2.506851498301481,19.0,g29
g29097,2.5542156268239937,18.0,g29
g29099,-5.073682547329212,112.0,g29
g29101,-2.2624367866576645,94.0,g29
g29103,1.1490945079250854,38.0,g29
g29105,-0.837750366726402,77.0,g29
g29107,-2.4677401488017185,96.0,g29
g29109,1.1834051166166142,37.0,g29
g29111,0.4999363208871245,55.0,g29
g29113,-4.828580202741668,111.0,g29
g29115,0.8847152361773497,45.0,g29
g29117,2.6907470952601873,16.0,g29
g29119,3.6189178016254644,7.0,g29
g29121,2.23508050181299,26.0,g29
g29123,0.8029111184295404,48.0,g29
g29125,-1.1283282179329346,79.0,g29
g29127,1.5567593294504123,32.0,g29
g29129,2.7448410095868394,15.0,g29
g29131,0.5120062533267998,53.0,g29
g29133,-0.1070039245270642,66.0,g29
g29135,-2.068730676178806,93.0,g29
g29137,0.6723208216266756,49.0,g29
g29139,0.5056273898637614,54.0,g29
g29141,2.654416156825959,17.0,g29
g29143,3.509229715703176,8.0,g29
g29145,1.2310089585190087,34.0,g29
g29147,-0.710409293259625,76.0,g29
g29149,1.3690633772431144,33.0,g29
g29151,-5.968117148827628,113.0,g29
g29153,1.5895785753348126,31.0,g29
g29155,4.037961155670993,5.0,g29
g29157,-3.0111505950461126,101.0,g29
g29159,0.1396967896968102,58.0,g29
g29161,-1.2521619733971256,82.0,g29
g29163,-1.096583952094917,78.0,g29
g29165,-3.6644820179790774,106.0,g29
g29167,-1.4912721993818208,83.0,g29
g29169,-2.6477149723500206,99.0,g29
g29171,0.6041165160907278,50.0,g29
g29173,-2.61923314978875,98.0,g29
g29175,-2.047023200389977,91.0,g29
g29177,-3.5689188273152257,104.0,g29
g29179,3.0711172099298234,13.0,g29
g29181,2.1671468466810175,27.0,g29
g29183,-6.163823217561671,114.0,g29
g29185,2.8041663396487286,14.0,g29
g29186,-4.61370774903346,110.0,g29
g29187,-1.5000010125430507,84.0,g29
g29189,-0.4476287940779793,71.0,g29
g29195,2.2659199824034975,25.0,g29
g29197,1.0145024443051893,40.0,g29
g29199,-0.5915463609709837,73.0,g29
g29201,0.8869615952236394,44.0,g29
g29203,0.9652185777417535,43.0,g29
g29205,0.9971971431166663,42.0,g29
g29207,-0.6206288684658117,74.0,g29
g29209,3.175061694633995,10.0,g29
g29211,6.215042137365345,2.0,g29
g29213,3.1622820144475,11.0,g29
g29215,-0.04776794523605965,61.0,g29
g29217,3.4554031904178184,9.0,g29
g29219,-2.813635750508435,100.0,g29
g29221,-0.6290228439341422,75.0,g29
g29223,2.4059106310657463,23.0,g29
g29225,-3.8271939902281,108.0,g29
g29227,3.7701061272228213,6.0,g29
g29229,0.22880156079998198,57.0,g29
g29510,7.276340115728489,1.0,g29
g33001,0.2726601513885776,17.0,g23g33g25
g33003,-0.472387497863889,26.0,g23g33g25
g33005,-2.424054826798034,37.0,g23g33g25
g33007,1.3296815657120962,9.0,g23g33g25
g33009,-2.3192631274948514,36.0,g23g33g25
g33011,-2.2819366058886135,34.0,g23g33g25
g33013,-1.3957123637229658,32.0,g23g33g25
g33015,-4.70084512266711,39.0,g23g33g25
g33017,-3.7328628832827597,38.0,g23g33g25
g33019,-1.2569715249293882,30.0,g23g33g25
g36001,0.2216565671294432,30.0,g36
g36003,-0.09041388549808316,41.0,g36
g36005,0.945353573597822,19.0,g36
g36007,0.1516022036579172,32.0,g36
g36009,0.009708787683660496,39.0,g36
g36011,0.010428137810412222,38.0,g36
g36013,0.13107836110043655,34.0,g36
g36015,3.353966186203544,4.0,g36
g36017,2.1034234625099875,11.0,g36
g36019,-0.9298132193628599,45.0,g36
g36021,3.2360265490804507,5.0,g36
g36023,0.1827789440462217,31.0,g36
g36025,3.476588412054492,3.0,g36
g36027,-2.99917464143854,52.0,g36
g36029,2.053717336057613,12.0,g36
g36031,1.3792421260922278,14.0,g36
g36033,-5.9901366065518005,61.0,g36
g36035,4.028239277778133,1.0,g36
g36037,0.0696596964843772,36.0,g36
g36039,0.9293853577482459,20.0,g36
g36041,3.0125695273687967,6.0,g36
g36043,2.7841193878065003,8.0,g36
g36045,-1.4852564672115616,49.0,g36
g36047,1.207197526035787,16.0,g36
g36049,-1.3569504642339436,48.0,g36
g36051,-0.3123943841794583,42.0,g36
g36053,-1.3278303722492804,47.0,g36
g36055,1.0935741283436686,17.0,g36
g36057,3.836615487976154,2.0,g36
g36059,-4.873088237497627,60.0,g36
g36061,0.7247169068436308,22.0,g36
g36063,1.5963638039547496,13.0,g36
g36065,2.9669060843954966,7.0,g36
g36067,0.624230979095363,24.0,g36
g36069,0.3464279712437707,29.0,g36
g36071,-4.357263741205859,57.0,g36
g36073,0.8642046668898953,21.0,g36
g36075,-0.6586793117517333,43.0,g36
g36077,2.546081467073269,9.0,g36
g36079,-6.725365390562341,62.0,g36
g36081,-3.003263273554137,53.0,g36
g36083,0.5574590480865893,25.0,g36
g36085,-3.3287945594881205,55.0,g36
g36087,-4.120180748293225,56.0,g36
g36089,0.37089312137488684,28.0,g36
g36091,-3.1601862688174047,54.0,g36
g36093,0.7132265278505341,23.0,g36
g36095,-0.8694221934274002,44.0,g36
g36097,0.13252629078672695,33.0,g36
g36099,0.39854260227368377,27.0,g36
g36101,1.091396953146261,18.0,g36
g36103,-4.844253837236912,59.0,g36
g36105,0.4442609271843627,26.0,g36
g36107,-1.2461041918809421,46.0,g36
g36109,-4.594243480900411,58.0,g36
g36111,0.09243323883823024,35.0,g36
g36113,1.374276457866784,15.0,g36
g36115,-0.001192769585309006,40.0,g36
g36117,0.05921883354893795,37.0,g36
g36119,-2.6390015972677663,50.0,g36
g36121,-2.928378300415428,51.0,g36
g36123,2.177148005179408,10.0,g36
g46003,0.3666083770965095,27.0,g46
g46005,0.8739486555939459,19.0,g46
g46007,0.18831280941485773,29.0,g46
g46009,-0.12041296402892032,36.0,g46
g46011,-0.02901178916271322,33.0,g46
g46013,-0.04514549798048838,34.0,g46
g46015,-0.007224749216063975,32.0,g46
g46017,0.562250326363686,23.0,g46
g46019,1.1722499405660214,16.0,g46
g46021,3.055543147468385,7.0,g46
g46023,-0.047586516246610575,35.0,g46
g46025,-0.3718195913839385,38.0,g46
g46027,0.4543670709369034,24.0,g46
g46029,-1.919965472852043,50.0,g46
g46031,1.1175438199177674,17.0,g46
g46033,2.242867572391632,10.0,g46
g46035,-2.014867414269126,51.0,g46
g46037,1.4872714947579,15.0,g46
g46039,-1.3340801485754663,47.0,g46
g46041,1.8541939824240756,12.0,g46
g46043,-3.187612992412356,62.0,g46
g46045,-2.4404308944889497,58.0,g46
g46047,5.002600133848377,3.0,g46
g46049,-0.9510125608961636,46.0,g46
g46051,-0.45674530337849417,39.0,g46
g46053,0.3980943635610301,25.0,g46
g46055,-2.5743325743734786,59.0,g46
g46057,-2.2306966437216316,55.0,g46
g46059,-0.8067808978306971,44.0,g46
g46061,-3.478432488314037,63.0,g46
g46063,-0.9179972286271718,45.0,g46
g46065,-2.229898798720198,54.0,g46
g46067,-2.2557385694232712,56.0,g46
g46069,1.761932388382287,14.0,g46
g46071,-0.6816652568813064,40.0,g46
g46073,1.9123746709275449,11.0,g46
g46075,3.0943046861288015,6.0,g46
g46077,-1.4057794424431802,48.0,g46
g46079,-0.19046629963274403,37.0,g46
g46081,0.8236687200816336,22.0,g46
g46083,-5.618322787716641,66.0,g46
g46085,0.170835626808294,30.0,g46
g46087,-3.5003520735530387,64.0,g46
g46089,0.8356915485563495,20.0,g46
g46091,1.7710562167439414,13.0,g46
g46093,-0.7008879092859952,41.0,g46
g46095,2.4433064234987434,9.0,g46
g46097,-2.2692775176015867,57.0,g46
g46099,3.612022221523259,5.0,g46
g46101,-2.845876487333712,61.0,g46
g46103,0.32396815303622795,28.0,g46
g46105,-0.742431644376957,42.0,g46
g46107,4.868725724966447,4.0,g46
g46109,0.833625357518195,21.0,g46
g46111,-0.7639770072949447,43.0,g46
g46113,6.085098315939412,1.0,g46
g46115,-1.719857512632981,49.0,g46
g46117,-2.2129844530864515,52.0,g46
g46119,-2.5817742356206326,60.0,g46
g46121,3.003897054356143,8.0,g46
g46123,0.9225152701853172,18.0,g46
g46125,-2.2158593702939067,53.0,g46
g46127,-5.429076901619867,65.0,g46
g46129,0.3975637856769066,26.0,g46
g46135,0.03827522423956836,31.0,g46
g46137,5.072793038719645,2.0,g46
g48001,0.6112662491752938,102.0,g48
g48003,-0.5096010879608615,160.0,g48
g48005,0.0943340796984288,131.0,g48
g48007,0.025242428367171048,132.0,g48
g48009,-0.24387998751169265,148.0,g48
g48011,-0.023586863992708405,134.0,g48
g48013,-0.1269366105348804,141.0,g48
g48015,-2.3724432343465205,212.0,g48
g48017,-0.10719892534954245,136.0,g48
g48019,-2.7657291746915993,219.0,g48
g48021,-3.6542028775132795,227.0,g48
g48023,1.0644429799442328,87.0,g48
g48025,4.3600871051117105,7.0,g48
g48027,0.28754130415209744,117.0,g48
g48029,1.0896589837470765,84.0,g48
g48031,-2.854997956873195,220.0,g48
g48033,-6.407733613543675,251.0,g48
g48035,0.4415245824839171,107.0,g48
g48037,2.109737657856594,53.0,g48
g48039,-2.9913358327831276,222.0,g48
g48041,0.2521438450998901,121.0,g48
g48043,-1.8710807162931615,201.0,g48
g48045,1.0759256351421376,85.0,g48
g48047,8.374642695031811,1.0,g48
g48049,0.44303578437267144,106.0,g48
g48051,-0.8249291524696578,173.0,g48
g48053,-1.4596266869127996,191.0,g48
g48055,-0.29461929399365383,151.0,g48
g48057,-1.0267591213275837,180.0,g48
g48059,-2.2400235767382086,211.0,g48
g48061,2.141523238876157,51.0,g48
g48063,1.216637151218211,73.0,g48
g48065,-3.7410175120009517,229.0,g48
g48067,3.2738523220607263,27.0,g48
g48069,-0.8646297155170318,174.0,g48
g48071,-5.878220147750433,250.0,g48
g48073,1.9926242228491176,57.0,g48
