,USA,FEMA_1,FEMA_2,FEMA_3,FEMA_4,FEMA_5,FEMA_6,FEMA_7,FEMA_8,FEMA_9,FEMA_10,g23g33g25,g36,g51,g13,g17,g48,g29,g46,g06,g16
QFEMLBR,0.024755574726303884,0.03673870041714702,0.019551105644759464,0.012550263230479716,0.0072813405080720895,0.0033477081427559165,0.034565608477075224,-0.0013318451120560848,0.05044610316136019,0.02740577349019998,0.03821160117486332,0.3031860428103955,0.44896341475264123,-0.1903066837736589,-0.30497830113411994,-0.1954343527750495,0.12970226127044623,0.5401937060606412,0.39722529694064257,-0.4317643399828285,0.364625105067137
QEXTRCT_ALT,0.017739771981686775,0.016929123222972877,0.029687233954316772,0.0027666180599506592,0.032967494143163883,0.026360202111085293,-0.008432685128800646,0.0069998990052186315,0.008748240780738933,-0.021918787316000853,0.019795753602389582,0.22387656465346129,0.03327954034576806,0.5137276544782899,0.5079323941878446,0.3876025010669826,0.004591095034362724,0.10819909999934152,0.15197983714632624,0.8928363610481458,0.09131543858711579
QSERV_ALT,0.037276788123226635,0.022997729790189436,0.04026887397148049,0.05662938598974723,0.03853812469771708,0.013173045021579354,0.06128876095386861,0.028108615865461425,0.019964549504527446,0.03151308470782589,0.03894079066878937,-0.09710109833107035,-0.01949988083876969,0.23093423110086206,0.09985335805623424,0.31730551033336185,0.38827299002685367,0.25630386250289183,0.2414407367972211,0.31696868914605686,0.1627079471996863
QSSBEN,0.04885592830428622,0.04380619016247908,0.029624130608929943,0.02720497040829548,0.04075507375224045,0.04521059630411607,0.04336276204784683,0.02984871579327165,0.06005988302620733,0.05547175076073728,0.03824718241550675,0.49988299183760365,0.3131504309947572,0.24199080119394867,0.23425979329675703,0.17706534753108757,0.2647946357576129,0.23799601090167494,0.3631364546091045,0.2618692213767967,0.16808117191613214
QNOAUTO_ALT,0.030455933216784376,0.03911117713894497,0.039350121944078664,0.009905511492136958,0.03816425792248192,0.05990546547870761,0.02367058315569612,0.04533085671891971,0.05059343596151582,0.0611574403763026,0.017819860361042182,0.0007718230708792344,0.21394226418042098,0.31006623681791434,0.3130868965291341,0.13754109524657096,0.4485935157594449,0.06881838714135423,0.015364377910742494,0.4726696872830142,0.21739344446739195
QFAM,0.030475642667252903,0.049986575125829734,0.04054203247289493,0.03996733430382529,0.032114488233413195,0.041286393254392185,0.014209126831562908,0.04914295848418962,0.03492638785449604,0.053305519712266554,0.04353144840555262,0.04807745821461232,0.5428711497786979,0.09949743106396249,0.08397016141726099,0.0712682254810436,0.44524489969172754,0.4862778772679479,0.2803739264760048,0.05150281986004504,0.5493295939916999
QRICH200K,0.024936473478818128,0.011313710970969873,0.035009553510073475,0.0319468414329675,0.02746241024817936,0.011497327405149091,0.022113849550772575,0.02444773789977072,0.0012245730386968067,0.0031357148155306725,0.027077910421019757,-0.1609327595790752,0.2168995116403752,-0.042517418153084095,-0.30455882573692034,0.04418185327683258,0.15578135334949167,0.04856943278385349,0.5469086904791803,-0.14867650744164643,0.17198088030982012
MDGRENT_ALT,0.029227978964495544,0.02167065706164365,0.035154086976252594,0.012041031733912372,0.020948436319681036,0.0258094475148,0.0331994891304841,0.04467493100015143,0.009478418982474021,0.020105226238281503,0.020317562438851005,0.2005802750001237,0.2961884208763352,0.08240083012365745,0.2981098799328735,0.2755988307365316,0.3519773917686027,0.1765581186266921,0.14653256890642688,0.0672388058740201,0.061954643734430465
MHSEVAL_ALT,0.023922857020730035,0.01833801745062466,0.011133331400267465,0.026982244766036972,0.02579688439455952,0.022163934441855493,0.023885311264855737,0.06349348030002702,0.00888341148262837,-0.010113680908249897,0.020396436717809417,0.10638426636099638,0.11774114241560123,0.0889430404077494,0.03644295790850566,0.15302431108859654,0.3381032931204975,0.2735851763448249,0.09471318367503391,-0.15887243553089875,0.3151108600642569
POPDENS,0.014376016934179269,0.02752130408372484,0.036597050322072576,-0.0005156523244507043,0.003862916844537634,0.04049816918512809,0.013255786093153879,0.01780234096220306,0.05452267339769214,0.027605352268560614,-0.04289072674296104,-0.19395699215342432,0.16692370833336045,0.30670535819163636,0.23136030932413662,0.12514079231564346,0.32069059125889776,0.08296534384702238,0.2087392513331785,0.41155523241692565,0.17531287185765693
