GEOID,sovi,rank
g08047,-5.141449349887842,3032.0
g08049,-5.381648062483187,3047.0
g08051,-5.753819315532716,3068.0
g08053,3.2702869454223915,289.0
g08055,6.337643350052759,70.0
g08057,-1.1708805093599879,2187.0
g08059,-3.967506881649308,2931.0
g08061,0.7540718943403738,1162.0
g08063,-1.7762084671656684,2422.0
g08065,-2.5842370268382484,2653.0
g08067,-3.686719328976066,2888.0
g08069,-3.7798326102405184,2903.0
g08071,1.9156563236947108,625.0
g08073,-0.07070282811449913,1620.0
g08075,-1.8331889848741625,2441.0
g08077,-1.7695420670745743,2420.0
g08079,1.7190637690908543,707.0
g08081,-3.3285058261331315,2829.0
g08083,0.4728358093641918,1327.0
g08085,0.18157838890885292,1474.0
g08087,1.394753045065901,856.0
g08089,5.417637446731266,108.0
g08091,-2.220916450746399,2557.0
g08093,-5.909226329631023,3078.0
g08095,3.3152969063277054,282.0
g08097,-6.493325281126335,3103.0
g08099,2.8556413869185358,354.0
g08101,3.352495020206674,276.0
g08103,-2.5227667452466607,2631.0
g08105,3.8435897646299413,217.0
g08107,-6.974183375582335,3113.0
g08109,1.3819416910426594,859.0
g08111,-5.828376873589855,3074.0
g08113,-7.0928370913223,3116.0
g08115,4.254722849405706,166.0
g08117,-6.1479255880326775,3091.0
g08119,-2.8933999777944877,2732.0
g08121,-1.6024707765664252,2362.0
g08123,-2.636319728384504,2668.0
g08125,0.028848547170235106,1565.0
g09001,-4.068935814824611,2945.0
g09003,-0.14968190407090187,1667.0
g09005,-2.8442548911026013,2722.0
g09007,-3.664560561572713,2883.0
g09009,0.03653769904123427,1562.0
g09011,-1.409459367985505,2289.0
g09013,-5.637123608202669,3061.0
g09015,-0.5010801856776379,1871.0
g10001,-0.6763455291586395,1956.0
g10003,-2.299719591228925,2574.0
g10005,1.8249795065643533,659.0
g11001,0.18977157417093338,1470.0
g12001,-1.5751378488615786,2352.0
g12003,-2.8123985605756077,2712.0
g12005,-0.37981574149158526,1804.0
g12007,-1.615304216756209,2368.0
g12009,0.47934587220193947,1321.0
g12011,0.8513088502519623,1111.0
g12013,2.267857185463148,499.0
g12015,5.4340995185880026,106.0
g12017,5.592642913483203,98.0
g12019,-3.2209285155769454,2806.0
g12021,3.980121915388371,196.0
g12023,-0.8245202453638554,2031.0
g12027,1.7053110658511281,718.0
g12029,0.4862085684864357,1315.0
g12031,-1.0337888689897468,2116.0
g12033,0.5686242338615943,1262.0
g12035,3.155579635805722,309.0
g12037,0.6608735512264602,1214.0
g12039,1.72465001233238,705.0
g12041,-2.0297064164887346,2501.0
g12043,4.352484262047475,155.0
g12045,-1.0259810638193203,2113.0
g12047,-2.1452385677031627,2537.0
g12049,2.0552882186965125,569.0
g12051,2.598417550804757,417.0
g12053,3.3672459482449857,271.0
g12055,6.572563094379988,65.0
g12057,-0.2733042976552149,1745.0
g12059,-0.7362490344065931,1991.0
g12061,3.8392823113758174,219.0
g12063,0.18978315940738022,1469.0
g12065,-0.6227428404353605,1936.0
g12067,-2.40962089218998,2605.0
g12069,2.216537837573356,517.0
g12071,3.5021520450619157,256.0
g12073,-2.4321040193610646,2609.0
g12075,1.706832621118706,716.0
g12077,-6.116523743425634,3089.0
g12079,-0.04033124930093579,1599.0
g12081,2.399504638453811,456.0
g12083,4.053030903262753,185.0
g12085,1.8532438823635295,647.0
g12086,6.245311180754667,73.0
g12087,-1.5695726493217157,2350.0
g12089,-2.434588341354731,2610.0
g12091,-1.4130072240541787,2292.0
g12093,2.4952155946568335,437.0
g12095,-0.11057682799979596,1643.0
g12097,3.7796287237520043,224.0
g12099,2.255980100345922,505.0
g12101,1.093972669654454,990.0
g12103,1.9967842710473107,589.0
g12105,1.77941611626062,685.0
g12107,1.9751026391057611,598.0
g12109,-3.4292791106889706,2847.0
g12111,3.0416664704396075,322.0
g12113,-3.7919897699926643,2907.0
g12115,4.65400776357476,140.0
g12117,-2.2807613451795365,2569.0
g12119,6.5287555742521635,67.0
g12121,0.4351409531452175,1347.0
g12123,-0.69815055959237,1970.0
g12125,-4.053622239873065,2942.0
g12127,2.398674943625556,457.0
g12129,-5.184403112241653,3034.0
g12131,-0.09772926459951481,1633.0
g12133,-0.5571290690713591,1901.0
g13001,-2.547087704388537,2641.0
g13003,0.03663663938358397,1561.0
g13005,-0.6270416597846371,1937.0
g13007,4.21531558025845,169.0
g13009,1.5268774276103207,800.0
g13011,-4.348244128665496,2965.0
g13013,-3.328722343283703,2830.0
g13015,-2.2747780355244918,2567.0
g13017,3.2476709797758914,296.0
g13019,-1.0422522944005967,2125.0
g13021,2.089665956321944,554.0
g13023,0.8057749914844834,1134.0
g13025,-1.7746769933980335,2421.0
g13027,0.8960075111684668,1078.0
g13029,-4.447278220953004,2975.0
g13031,-2.0688438032439045,2516.0
g13033,2.2641421229667786,502.0
g13035,-3.1245088305198383,2787.0
g13037,-0.105565859589273,1639.0
g13039,-3.1188970675948187,2785.0
g13043,1.8086740150253653,672.0
g13045,-2.0818946042094435,2518.0
g13047,-1.513812971485989,2333.0
g13049,-2.9122783860539827,2737.0
g13051,-0.24193860493921937,1722.0
g13053,-7.930372270791182,3127.0
g13055,-1.1229552346966907,2167.0
g13057,-5.069211853463921,3024.0
g13059,0.5523540728774758,1276.0
g13061,7.766119001557032,44.0
g13063,0.6690799324333052,1208.0
g13065,3.299565469591885,286.0
g13067,-4.289177194173902,2960.0
g13069,-1.7672144915623642,2418.0
g13071,0.6068077611923177,1237.0
g13073,-5.128246380348327,3029.0
g13075,-0.29543071436807533,1755.0
g13077,-4.049500361456412,2939.0
g13079,-2.5088205936090007,2629.0
g13081,2.8200106057197054,367.0
g13083,-2.0828798034259317,2519.0
g13085,-3.382670631917895,2840.0
g13087,2.2043716432002873,521.0
g13089,-1.425866188991202,2300.0
g13091,-1.5070802238636483,2330.0
g13093,-1.5653673794975362,2347.0
g13095,3.255723422260178,295.0
g13097,-3.5946816970087285,2869.0
g13099,2.8419620112676407,360.0
g13101,1.9074431549898243,628.0
g13103,-5.422281265534963,3051.0
g13105,2.833388666243314,365.0
g13107,1.4175232714331696,840.0
g13109,-0.5010366065137444,1870.0
g13111,1.8664969472081014,640.0
g13113,-5.839628231542774,3076.0
g13115,1.1676193801233758,951.0
g13117,-6.98342361137666,3114.0
g13119,-0.04732195068385381,1605.0
g13121,-3.839571469622553,2915.0
g13123,0.18659969845271696,1473.0
g13125,-0.5266421389304423,1887.0
g13127,1.3242361612323783,885.0
g13129,-1.1910368734759122,2201.0
g13131,-0.21279599087926826,1703.0
g13133,1.9875659669782664,592.0
g13135,-3.6091665982330285,2873.0
g13137,0.05414010760614274,1552.0
g13139,-1.1739367617003706,2191.0
g13141,3.3600742299442725,275.0
g13143,-0.5934547346579836,1917.0
g13145,-5.927303990931781,3080.0
g13147,1.0438102708625214,1012.0
g13149,-1.6119494518577053,2363.0
g13151,-3.7352748053251696,2895.0
g13153,-2.5584812212358616,2645.0
g13155,-0.8898831734728496,2064.0
g13157,-3.326342726062464,2828.0
g13159,-1.5617842378542117,2346.0
g13161,-1.930622572507862,2471.0
g13163,2.8728251445171917,352.0
g13165,2.7242827802485365,390.0
g13167,-1.9059409383508368,2465.0
g13169,-2.573416348469061,2647.0
g13171,-0.7583182165797957,2001.0
g13173,0.30686845132305884,1416.0
g13175,1.099551634163952,985.0
g13177,-6.269578384917837,3097.0
g13179,-2.49027768112264,2626.0
g13181,2.729499372243245,389.0
g13183,-0.6711032997168676,1952.0
g13185,-0.8185484083081713,2027.0
g13187,-2.196876232510548,2552.0
g13189,0.5839430851049741,1250.0
g13191,1.9186111360256812,623.0
g13193,-0.5541416643000043,1900.0
g13195,-1.2886304548113041,2253.0
g13197,0.089174517703694,1531.0
g13199,0.8803259544278796,1091.0
g13201,1.3586627529846633,868.0
g13205,-0.09706031571029183,1631.0
g13207,-2.7286751358946737,2693.0
g13209,-2.5751309807521854,2648.0
g13211,-1.0683852053784673,2139.0
g13213,-2.15798070972654,2541.0
g13215,1.5424512838680946,792.0
g13217,-1.664142855286588,2385.0
g13219,-5.4622153857964175,3054.0
g13221,-3.330480566667865,2831.0
g13223,-4.59358751844127,2989.0
g13225,-1.2880064102669648,2251.0
g13227,-2.4519998113807793,2614.0
g13229,-0.16538172256732264,1678.0
g13231,-3.39881462093373,2843.0
g13233,0.5652772610060545,1266.0
g13235,4.606053413025678,142.0
g13237,0.5185354247644176,1291.0
g13239,1.6402262304104593,748.0
g13241,2.5691498658868936,423.0
g13243,1.8598243693901253,644.0
g13245,1.784761165922179,683.0
g13247,-1.2455104940206558,2232.0
g13249,-3.367406156059369,2836.0
g13251,0.9567098429090237,1049.0
g13253,3.587233767847379,245.0
g13255,0.8621086481708624,1102.0
g13257,1.7018336135984897,722.0
g13259,-0.5855806697876416,1914.0
g13261,3.0851657608800727,315.0
g13263,1.7559198528317337,695.0
g13265,6.072443459789458,82.0
g13267,-2.994523541927836,2752.0
g13269,1.3955023868170424,855.0
g13271,1.681107609083424,730.0
g13273,3.7552156878955607,228.0
g13275,1.2884072952576413,899.0
g13277,0.5971253334686227,1243.0
g13279,2.066800972291386,563.0
g13281,3.9353028512765267,200.0
g13283,-0.09139775362341251,1630.0
g13285,0.8004469512552173,1138.0
g13287,2.0259676674462357,583.0
g13289,-1.1990781403297044,2209.0
g13291,3.5210406091401,252.0
g13293,2.6060995119307133,416.0
g13295,-0.8251159532420402,2032.0
g13297,-2.1976351089193553,2553.0
g13299,1.1420953400174163,967.0
g13301,3.2650305685405767,291.0
g13303,0.6631355284875922,1212.0
g13305,-1.9493593172469317,2476.0
g13307,-1.0871490598933211,2146.0
g13309,-5.366559848592598,3046.0
g13311,-1.4126855875393163,2291.0
g13313,-0.015164442697465308,1585.0
g13315,-1.2469732368409527,2234.0
g13317,3.4881279528645965,260.0
g13319,0.9672690747167483,1047.0
g13321,0.5194267707123787,1290.0
g15001,0.6957871346784814,1196.0
g15003,-2.2150511497568317,2555.0
g15005,3.183580600994106,304.0
g15007,-0.7001830366988835,1973.0
g15009,-1.0331369167121778,2115.0
g16001,-3.6956487022952054,2889.0
g16003,1.180840089261431,945.0
g16005,-1.7835136365324578,2426.0
g16007,0.018506747322337702,1571.0
g16009,0.5372762093576311,1285.0
g16011,-0.8752933145537077,2059.0
g16013,-2.778459975782354,2701.0
g16015,-4.159064666213892,2952.0
g16017,-1.381119811501775,2279.0
g16019,-2.1933693815494535,2551.0
g16021,-1.483111622917925,2319.0
g16023,1.402084028091673,848.0
g16025,-3.7271386705089427,2893.0
g16027,0.11786912460199206,1515.0
g16029,-3.788957687213882,2906.0
g16031,-1.491371067756532,2323.0
g16033,2.0164465437785752,585.0
g16035,-0.607147675909372,1923.0
g16037,-2.7787636001704423,2702.0
g16039,-1.8281391874134787,2440.0
g16041,-4.938466293032063,3017.0
g16043,-1.709444280983421,2396.0
g16045,1.0221506360552648,1024.0
g16047,-0.7109139967139684,1979.0
g16049,1.687108949019394,727.0
g16051,-4.623083356297762,2992.0
g16053,-0.8454140439445137,2041.0
g16055,-1.7108138066104108,2398.0
g16057,-3.633739879561539,2874.0
g16059,0.8769376230938276,1093.0
g16061,2.896591061128526,346.0
g16063,-1.1770075466343188,2192.0
g16065,-3.000735380097549,2755.0
g16067,0.45264699740453906,1338.0
g16069,0.35343349565436655,1393.0
g16071,-3.058563080927456,2770.0
g16073,0.2767913941678226,1429.0
g16075,0.6254676751699377,1227.0
g16077,-2.392840071795519,2601.0
g16079,1.5635421180276965,779.0
g16081,-5.101201622836937,3025.0
g16083,-0.26286551885416126,1733.0
g16085,-0.23907675853960142,1720.0
g16087,1.7110152919543085,714.0
g17001,0.801179179489097,1137.0
g17003,4.332847412106158,158.0
g17005,-0.4503577069156852,1851.0
g17007,-3.3068456289778427,2824.0
g17009,-7.682143523433297,3124.0
g17011,0.4804638339999847,1320.0
g17013,0.24314858810676393,1445.0
g17015,1.8098773748559545,667.0
g17017,0.951422286425218,1052.0
g17019,-2.302295194138459,2575.0
g17021,0.33470642270624673,1403.0
g17023,-0.5035056329250445,1873.0
g17025,-0.29699749185227775,1757.0
g17027,-2.627934388985593,2666.0
g17029,0.9172871250603585,1069.0
g17031,1.3074446613269108,893.0
g17033,-1.4199264960789515,2297.0
g17035,-1.0654561013151937,2136.0
g17037,-2.2760993229494657,2568.0
g17039,-1.1900201382664106,2199.0
g17041,-0.6393309740401459,1940.0
g17043,-5.114221420856069,3028.0
g17045,1.168395719840372,949.0
g17047,-1.041383554360994,2123.0
g17049,-1.784869656723412,2429.0
g17051,-0.7790829811276007,2009.0
g17053,0.7111265659659414,1187.0
g17055,1.8954097353797061,630.0
g17057,0.20513938468838078,1462.0
g17059,1.8650878710848366,641.0
g17061,-0.4036916603935571,1823.0
g17063,-3.383473377922583,2841.0
g17065,-0.6137054847164248,1931.0
g17067,0.8750099384604791,1094.0
g17069,1.7797116040207268,684.0
g17071,-0.028490738413559674,1589.0
g17073,-0.9147270998310473,2076.0
g17075,1.180438978567575,947.0
g17077,-0.0889402461330886,1629.0
g17079,-1.5526523535002679,2344.0
g17081,-0.31085210328274043,1766.0
g17083,-1.2550304612947663,2239.0
g17085,0.7558495978060225,1160.0
g17087,-3.1488580369929484,2791.0
g17089,-2.382784335778624,2596.0
g17091,0.384343258398367,1374.0
g17093,-6.612243860100165,3106.0
g17095,1.9348841531304726,617.0
g17097,-4.81556492331528,3007.0
g17099,-0.16930542070241728,1684.0
g17101,-2.8622892508040243,2725.0
g17103,-0.6926166707844646,1966.0
g17105,-1.1074327339642767,2159.0
g17107,1.2113029791181031,925.0
g17109,-0.48800803091127376,1865.0
g17111,-5.326638122138151,3043.0
g17113,-2.9895148275479047,2750.0
g17115,0.9614459322825786,1048.0
g17117,0.040992238113162105,1558.0
g17119,-1.1457917725263367,2178.0
g17121,1.512436026181109,805.0
g17123,0.5642486606215042,1267.0
g17125,0.7435495727644009,1167.0
g17127,2.233357083967631,510.0
g17129,-0.7767749110071118,2008.0
g17131,-1.1182407308544746,2164.0
g17133,-4.000357068022892,2933.0
g17135,1.0094945635934605,1029.0
g17137,1.077852417808058,993.0
g17139,-0.31466909445637214,1769.0
g17141,-1.4524241570523673,2310.0
g17143,-0.4016512698858232,1821.0
g17145,-1.5526117700334985,2343.0
g17147,-2.7276079258047474,2692.0
g17149,1.70133014946996,723.0
g17151,3.389194453985616,269.0
g17153,3.1495806305042358,310.0
g17155,-2.3137445452692553,2579.0
g17157,-2.1100956868816247,2528.0
g17159,-0.23963753682740618,1721.0
g17161,1.1417318314958949,968.0
g17163,0.3091762966548919,1414.0
g17165,1.8090069043626356,671.0
g17167,-0.7968306914214973,2014.0
g17169,-1.4741168812826273,2317.0
g17171,-0.4814775056421222,1863.0
g17173,-0.6660655470837109,1950.0
g17175,-0.029309013720874244,1591.0
g17177,1.9720896163064645,600.0
g17179,-1.7872233274416167,2430.0
g17181,1.4615233013214082,819.0
g17183,1.5280409566560476,798.0
g17185,-0.007512474242261313,1582.0
g17187,2.77839304848991,376.0
g17189,-1.9465100597069245,2475.0
g17191,-0.7336132956517228,1988.0
g17193,2.6111482824750443,413.0
g17195,0.7641110666635405,1157.0
g17197,-4.732887267924571,3002.0
g17199,0.9246404934712681,1064.0
g17201,0.6508552989608714,1220.0
g17203,-2.903514633367222,2735.0
g18001,-0.2712705513421857,1744.0
g18003,-1.1224515437148093,2166.0
g18005,-2.373935323491466,2591.0
g18007,0.0670879983954521,1547.0
g18009,0.974401968133559,1041.0
g18011,-5.680803233004733,3063.0
g18013,-0.3153527950332933,1770.0
g18015,-1.5691185280470092,2349.0
g18017,0.739245286915292,1171.0
g18019,-0.717326632988981,1982.0
g18021,-0.30460215655838907,1762.0
g18023,0.8107902919388031,1132.0
g18025,-0.8555082212249178,2049.0
g18027,-0.6715093927626667,1953.0
g18029,-2.9987883842717027,2754.0
g18031,-1.4197266636307897,2296.0
g18033,-2.568245680345698,2646.0
g18035,1.8322718403928153,655.0
g18037,-2.6531838524008453,2676.0
g18039,-0.8726869498710745,2056.0
g18041,2.5244336806892758,432.0
g18043,-1.0780522044881766,2143.0
g18045,-1.067813529620299,2138.0
g18047,-3.1862417508952294,2799.0
g18049,-2.1176785922050763,2531.0
g18051,-2.2631308209941086,2564.0
g18053,2.125855849286377,540.0
g18055,-0.8786554924608003,2061.0
g18057,-7.536267833525523,3119.0
g18059,-3.7401565483442374,2896.0
g18061,-3.0071389876756696,2758.0
g18063,-5.338325141345106,3044.0
g18065,-0.26976731811449656,1743.0
g18067,0.9214814484724254,1067.0
g18069,-0.8428342075118874,2038.0
g18071,-1.4592878922753691,2314.0
g18073,-2.8177829144199715,2714.0
g18075,0.09117201410415088,1530.0
g18077,0.27425491416304804,1430.0
g18079,-2.5289057372558252,2633.0
g18081,-3.3473451432917454,2834.0
g18083,-0.11589975214825143,1646.0
g18085,-2.700844592774143,2685.0
g18087,-0.5189350246183315,1885.0
g18089,0.8927440095342178,1082.0
g18091,-1.301797759485717,2258.0
g18093,-0.15876665731846884,1675.0
g18095,0.7176810489314718,1182.0
g18097,0.7846946581101095,1145.0
g18099,-1.104136400877756,2156.0
g18101,-2.1224981025651535,2533.0
g18103,-1.8655139850912752,2450.0
g18105,-2.0343027906662132,2504.0
g18107,-0.7275528640856367,1986.0
g18109,-2.786813567224287,2706.0
g18111,-1.2730209808446724,2244.0
g18113,-1.297889474280487,2257.0
g18115,-0.6631247679341502,1948.0
g18117,-0.3869922065738922,1810.0
g18119,-1.871262224220664,2452.0
g18121,-1.029898240898996,2114.0
g18123,-2.458377362829608,2616.0
g18125,-2.4960266453586453,2627.0
g18127,-3.256508922423192,2812.0
g18129,-3.078507493309239,2777.0
g18131,-1.1088579602380018,2161.0
g18133,-3.550792423579634,2864.0
g18135,-0.11946554128261878,1649.0
g18137,-0.792570453211671,2012.0
g18139,-1.1060534294155981,2158.0
g18141,0.01735309451928546,1572.0
g18143,-1.2042758620188403,2214.0
g18145,-0.9653664561279364,2092.0
g18147,-2.885873031595043,2727.0
g18149,-0.21511770486421222,1705.0
g18151,-2.4210547453777647,2606.0
g18153,-2.5069561658681776,2628.0
g18155,0.0002808168113334064,1579.0
g18157,-2.6416943592322975,2672.0
g18159,-0.5844791216344773,1912.0
g18161,-1.853369840954384,2445.0
g18163,0.7201498914190165,1178.0
