GEOID,sovi,rank,state_id
g06105,-1.405223253464431,41.0,g06
g06107,3.632639679165268,8.0,g06
g06109,-0.20217909759700886,28.0,g06
g06111,-1.238506627700498,38.0,g06
g06113,-1.8129337309400007,46.0,g06
g06115,-0.9388162495915101,35.0,g06
g13001,1.9984989711226757,27.0,g13
g13003,4.2069443124864545,10.0,g13
g13005,0.9914976080209932,59.0,g13
g13007,3.2540980950180955,15.0,g13
g13009,0.030217976895009713,81.0,g13
g13011,-0.2862420946027633,90.0,g13
g13013,-2.4359871694113053,130.0,g13
g13015,-3.0441965044706456,140.0,g13
g13017,1.4045387767240796,40.0,g13
g13019,1.3124291253206595,44.0,g13
g13021,-0.8582146352234395,103.0,g13
g13023,-0.5413036587866297,95.0,g13
g13025,-0.4816905413159624,94.0,g13
g13027,2.0356945853775703,26.0,g13
g13029,-4.4096492606730795,151.0,g13
g13031,-2.8695610217022853,137.0,g13
g13033,-0.395310944092037,92.0,g13
g13035,-0.9022222494085663,105.0,g13
g13037,8.4824902605639,1.0,g13
g13039,-4.8516246457955585,156.0,g13
g13043,1.8588749111398644,30.0,g13
g13045,-2.7056165475738414,133.0,g13
g13047,-3.6639279424970113,146.0,g13
g13049,1.2647900648301704,46.0,g13
g13051,-1.8957916018938137,121.0,g13
g13053,-7.384389858154012,159.0,g13
g13055,0.9865671331320941,60.0,g13
g13057,-3.705435792620383,147.0,g13
g13059,-0.00015080348266216514,83.0,g13
g13061,6.825416614375001,3.0,g13
g13063,-0.8915743242581675,104.0,g13
g13065,0.7102945439174394,69.0,g13
g13067,-0.6871729417692296,97.0,g13
g13069,0.8769025404669736,61.0,g13
g13071,2.787465231736293,18.0,g13
g13073,-3.2262065573904932,143.0,g13
g13075,-0.15540990559000478,88.0,g13
g13077,-2.9780270217246505,138.0,g13
g13079,-3.1408271716718286,141.0,g13
g13081,0.1256439057681036,80.0,g13
g13083,-2.121104304331401,125.0,g13
g13085,-2.3223257743003423,129.0,g13
g13087,0.2966660657547858,76.0,g13
g13089,0.6599082631699853,70.0,g13
g13091,1.1071408703916963,52.0,g13
g13093,3.546417033411161,13.0,g13
g13095,-1.4190182819016262,114.0,g13
g13097,-4.128428889872512,149.0,g13
g13099,1.711377401715451,34.0,g13
g13101,5.336142502483208,6.0,g13
g13103,-5.386768214896628,157.0,g13
g13105,0.2418464519541271,78.0,g13
g13107,1.0119426670022411,58.0,g13
g13109,1.2534800305681797,47.0,g13
g13111,-0.7823399295367581,99.0,g13
g13113,-2.449940074596522,131.0,g13
g13115,-0.24355940239203006,89.0,g13
g13117,-1.903074425701432,122.0,g13
g13119,0.8558223769203748,62.0,g13
g13121,1.2027109716999944,49.0,g13
g13123,1.8431016253023431,32.0,g13
g13125,2.636926011127345,21.0,g13
g13127,-0.9369889126645239,107.0,g13
g13129,-0.09409019696476595,86.0,g13
g13131,0.7272010645994558,68.0,g13
g13133,2.6582671686770616,20.0,g13
g13135,0.7895147813225157,66.0,g13
g13137,0.27953964389371144,77.0,g13
g13139,1.3696525680222393,42.0,g13
g13141,4.516448036460602,9.0,g13
g13143,-1.0540853019348169,110.0,g13
g13145,-3.2875868852025754,144.0,g13
g13147,1.0427415079953335,56.0,g13
g13149,-0.9389795315027929,108.0,g13
g13151,-4.493352827064979,153.0,g13
g13153,-2.7896800659202263,136.0,g13
g13155,1.24307608322226,48.0,g13
g13157,-1.942311024256242,123.0,g13
g13159,-2.4702657296012154,132.0,g13
g13161,0.826106639170107,65.0,g13
g13163,1.100731713615089,53.0,g13
g13165,1.7947735061739398,33.0,g13
g13167,2.9144001673303714,17.0,g13
g13169,-2.76935471255313,135.0,g13
g13171,-1.7187578882517651,117.0,g13
g13173,-0.8538883744994881,101.0,g13
g13175,-0.12227520416602616,87.0,g13
g13177,-3.8535159219558057,148.0,g13
g13179,-4.433820454301735,152.0,g13
g13181,0.8459706917850034,64.0,g13
g13183,-4.340930166013173,150.0,g13
g13185,-3.0298674337323406,139.0,g13
g13187,-3.5400499476526077,145.0,g13
g13189,-0.8119919343952012,100.0,g13
g13191,-1.8401860001741381,120.0,g13
g13193,3.2644431144989516,14.0,g13
g13195,-1.503519013203499,116.0,g13
g13197,3.2043839725719074,16.0,g13
g13199,-0.9369105637065008,106.0,g13
g13201,2.177563671966744,23.0,g13
g13205,2.1234198427033775,25.0,g13
g13207,-1.5032641167337126,115.0,g13
g13209,1.3776497877756313,41.0,g13
g13211,-1.1169474875899064,111.0,g13
g13213,-0.31693781322020215,91.0,g13
g13215,-1.7194941910183854,118.0,g13
g13217,-4.810467218550359,155.0,g13
g13219,-2.1630737549705623,126.0,g13
g13221,-0.7792764427455773,98.0,g13
g13223,-5.698626691904427,158.0,g13
g13225,0.02011191256192274,82.0,g13
g13227,-1.7246056767440106,119.0,g13
g13229,0.4832512534966344,72.0,g13
g13231,-4.760040600992386,154.0,g13
g13233,0.44072339682879547,73.0,g13
g13235,1.044089856957072,55.0,g13
g13237,1.0202045234452906,57.0,g13
g13239,0.6445264005917666,71.0,g13
g13241,2.4711269010966053,22.0,g13
g13243,4.587608229784829,7.0,g13
g13245,-2.0073155130752083,124.0,g13
g13247,-2.7681088914220093,134.0,g13
g13249,-0.053349881205476346,84.0,g13
g13251,0.3401268188716946,75.0,g13
g13253,1.4943557286846656,38.0,g13
g13255,-2.242771177296568,127.0,g13
g13257,-0.9642595716758681,109.0,g13
g13259,7.176171707926525,2.0,g13
g13261,1.1405792861878703,51.0,g13
g13263,0.1358620166780018,79.0,g13
g13265,3.6957643736165045,12.0,g13
g13267,3.7350861376840405,11.0,g13
g13269,1.4914226402039157,39.0,g13
g13271,6.111128080887572,5.0,g13
g13273,1.9633420329819091,28.0,g13
g13275,0.7584856723662842,67.0,g13
g13277,0.8519419846292038,63.0,g13
g13279,1.8591531467335605,29.0,g13
g13281,1.3670072407566178,43.0,g13
g13283,1.2781409451824404,45.0,g13
g13285,-1.275782662181622,113.0,g13
g13287,1.0829367467607813,54.0,g13
g13289,1.606488932258426,37.0,g13
g13291,1.8457996550397087,31.0,g13
g13293,-0.6570851473705218,96.0,g13
g13295,-2.3151065772030277,128.0,g13
g13297,-3.1552080828185685,142.0,g13
g13299,1.1411781895446713,50.0,g13
g13301,2.777288282543388,19.0,g13
g13303,1.6434054015352397,35.0,g13
g13305,-0.0796277284479247,85.0,g13
g13307,1.606689014201683,36.0,g13
g13309,6.614070903039666,4.0,g13
g13311,-1.1964933487587879,112.0,g13
g13313,2.133933277536488,24.0,g13
g13315,4.541451865493225,8.0,g13
g13317,-0.8571308360890315,102.0,g13
g13319,0.38215923521659534,74.0,g13
g13321,-0.40286868813488486,93.0,g13
g16001,0.48390384564523625,24.0,g16
g16003,-0.4727743372972204,30.0,g16
g16005,1.073019198100288,19.0,g16
g16007,-2.103220078876551,34.0,g16
g16009,5.147539809518538,1.0,g16
g16011,1.2008010154678845,16.0,g16
g16013,-6.397037946795436,44.0,g16
g16015,-2.2402514158601097,35.0,g16
g16017,-0.3872956614665127,28.0,g16
g16019,-1.105502402438342,31.0,g16
g16021,-0.0013060159045826247,26.0,g16
g16023,-0.1388353743810109,27.0,g16
g16025,-1.4166825026962528,33.0,g16
g16027,3.178397810025228,4.0,g16
g16029,-3.435915849504502,38.0,g16
g16031,1.1768347638013383,17.0,g16
g16033,1.6592029399735084,14.0,g16
g16035,1.1382975549563958,18.0,g16
g16037,-3.1194506463304843,37.0,g16
g16039,3.0231166831705307,5.0,g16
g16041,-5.439742441511007,42.0,g16
g16043,-5.054223636629749,41.0,g16
g16045,2.7307212365754263,7.0,g16
g16047,0.8134141484785575,21.0,g16
g16049,2.2683163453867166,12.0,g16
g16051,-3.7999090198337475,39.0,g16
g16053,2.7439397405659496,6.0,g16
g16055,-0.3935217836246778,29.0,g16
g16057,0.810986995001989,22.0,g16
g16059,1.2763934146403284,15.0,g16
g16061,2.4543893875761142,10.0,g16
g16063,0.5334753262487341,23.0,g16
g16065,-1.3831867169211662,32.0,g16
g16067,0.9966916518976149,20.0,g16
g16069,2.6475358120290426,8.0,g16
g16071,-2.526902105469581,36.0,g16
g16073,3.764437494219353,2.0,g16
g16075,2.530851884560658,9.0,g16
g16077,0.2510349646574387,25.0,g16
g16079,2.3670671026212258,11.0,g16
g16081,-4.86612530378561,40.0,g16
g16083,1.8739331444306018,13.0,g16
g16085,-5.615777455817442,43.0,g16
g16087,3.7533584255953283,3.0,g16
g17001,-1.129713399278348,73.0,g17
g17003,6.515282791340669,2.0,g17
g17005,-0.47861267770348587,60.0,g17
g17007,-4.0037997863555015,95.0,g17
g17009,3.6947855559291463,9.0,g17
g17011,-0.14702064339779963,52.0,g17
g17013,1.3485429536690947,26.0,g17
g17015,0.8659938796962717,33.0,g17
g17017,-0.28186855289112844,56.0,g17
g17019,1.8372083950945837,20.0,g17
g17021,0.2380823043534075,46.0,g17
g17023,0.10268847510952692,49.0,g17
g17025,3.085355384745979,13.0,g17
g17027,-2.216469200365874,89.0,g17
g17029,0.37354894391365157,42.0,g17
g17031,-0.8709062487402396,66.0,g17
g17033,2.9570064474825957,14.0,g17
g17035,-0.1865468942548567,53.0,g17
g17037,-1.8710806247786127,84.0,g17
g17039,-1.687306540531396,80.0,g17
g17041,-1.8361763164040248,83.0,g17
g17043,-4.472582298200206,97.0,g17
g17045,0.6126988463753349,38.0,g17
g17047,0.6545834361324325,36.0,g17
g17049,-2.0158596005270177,87.0,g17
g17051,1.0663937037790803,29.0,g17
g17053,-0.9482112726591088,69.0,g17
g17055,2.2626338280176412,17.0,g17
g17057,0.3616382975217479,43.0,g17
g17059,5.381813944312375,4.0,g17
g17061,0.20557583897508847,48.0,g17
g17063,-3.8671269984834558,94.0,g17
g17065,3.463398486441359,11.0,g17
g17067,0.5258591308617451,40.0,g17
g17069,8.078314937616948,1.0,g17
g17071,0.9497522245051171,32.0,g17
g17073,-1.5780533116545614,79.0,g17
g17075,-0.6108997851407806,62.0,g17
g17077,5.878019372073187,3.0,g17
g17079,-0.5442975567090507,61.0,g17
g17081,1.9333645992985822,19.0,g17
g17083,-2.1338364789180324,88.0,g17
g17085,1.3707232469585438,25.0,g17
g17087,3.4490261203581225,12.0,g17
g17089,-5.3416526161321745,99.0,g17
g17091,-1.690626239524235,81.0,g17
g17093,-7.672562400419671,102.0,g17
g17095,0.7932998443260555,35.0,g17
g17097,-4.805932479134514,98.0,g17
g17099,-1.4725584444266213,76.0,g17
g17101,4.04382730062365,7.0,g17
g17103,-1.0819278762854871,72.0,g17
g17105,-0.6745040562406075,63.0,g17
g17107,0.3467945222440867,44.0,g17
g17109,2.4573110398501745,16.0,g17
g17111,-5.70250214062921,101.0,g17
g17113,-1.8073591756287302,82.0,g17
g17115,-0.33059104830262276,58.0,g17
g17117,-1.0680145984224219,71.0,g17
g17119,-1.552551142979254,77.0,g17
g17121,1.1940515363219446,28.0,g17
g17123,-0.6985556405046969,65.0,g17
g17125,1.4509669075594678,23.0,g17
g17127,1.0434010309836488,30.0,g17
g17129,-1.9078597428592328,86.0,g17
g17131,-1.5533491744082364,78.0,g17
g17133,-4.445782772208966,96.0,g17
g17135,0.5810066909510785,39.0,g17
g17137,-0.23917223375351093,54.0,g17
g17139,-1.8964758271648696,85.0,g17
g17141,-2.912116203045135,92.0,g17
g17143,0.01380573726030998,50.0,g17
g17145,4.399719470948206,5.0,g17
g17147,-2.700903083694177,91.0,g17
g17149,2.934385306613444,15.0,g17
g17151,3.759979485522486,8.0,g17
g17153,4.3058851521522,6.0,g17
g17155,0.3001169706759876,45.0,g17
g17157,1.3211904430684793,27.0,g17
g17159,0.400655496408893,41.0,g17
g17161,-0.9498602895490362,70.0,g17
g17163,-0.9356058509915637,68.0,g17
g17165,3.506390969241588,10.0,g17
g17167,-1.3550707046914576,75.0,g17
g17169,1.70556353426532,22.0,g17
g17171,-0.37110170862963776,59.0,g17
g17173,-0.1104410896110328,51.0,g17
g17175,-0.6796473879612713,64.0,g17
g17177,-0.2659240528969232,55.0,g17
g17179,-2.598374071925659,90.0,g17
g17181,1.4062765968518651,24.0,g17
g17183,0.6297266723927235,37.0,g17
g17185,0.2358137394301939,47.0,g17
g17187,0.951901882798153,31.0,g17
g17189,-0.9075245706971314,67.0,g17
g17191,0.8654924236873923,34.0,g17
g17193,1.7471103185406975,21.0,g17
g17195,-0.2881229716906232,57.0,g17
g17197,-5.588312213049086,100.0,g17
g17199,1.9990678181570412,18.0,g17
g17201,-1.2580859214150166,74.0,g17
g17203,-3.862596119570985,93.0,g17
g23001,-0.6911132762856512,24.0,g23g33g25
g23003,3.8007134152462037,4.0,g23g33g25
g23005,-2.4858937167249557,37.0,g23g33g25
g23007,0.3457857375638336,17.0,g23g33g25
g23009,-1.262314694743542,29.0,g23g33g25
g23011,-0.21601324934402394,20.0,g23g33g25
g23013,-0.41367509559746174,22.0,g23g33g25
g23015,1.1592858134047646,11.0,g23g33g25
g23017,0.9678327473507121,14.0,g23g33g25
g23019,-1.374564074453305,30.0,g23g33g25
g23021,2.565327116784944,6.0,g23g33g25
g23023,-2.3045774558289596,34.0,g23g33g25
g23025,0.9843022008395625,13.0,g23g33g25
g23027,-1.1816819470722075,25.0,g23g33g25
g23029,5.011945450383559,2.0,g23g33g25
g23031,-2.2028194653098603,32.0,g23g33g25
g25001,2.395529695899451,7.0,g23g33g25
g25003,2.383504922473521,8.0,g23g33g25
g25005,3.966438791768229,3.0,g23g33g25
g25007,1.0011966776548924,12.0,g23g33g25
g25009,3.111056119327472,5.0,g23g33g25
g25011,-0.38687043412798455,21.0,g23g33g25
g25013,7.1909991378781335,1.0,g23g33g25
g25015,-1.2116826125149514,26.0,g23g33g25
g25017,-1.2163250597956814,27.0,g23g33g25
g25019,-6.728243772286737,40.0,g23g33g25
g25021,0.020700727939412744,19.0,g23g33g25
g25023,0.7931892253075968,16.0,g23g33g25
g25025,2.008713213978153,9.0,g23g33g25
g25027,0.9509460958321154,15.0,g23g33g25
g29001,1.0995990610105357,39.0,g29
g29003,-3.4495156587629037,102.0,g29
g29005,-1.4884903739802022,81.0,g29
g29007,0.916180643784238,45.0,g29
g29009,0.8293714187934548,50.0,g29
g29011,-0.9775150132902692,74.0,g29
g29013,-1.0815787617611767,75.0,g29
g29015,2.4081090208231024,22.0,g29
g29017,-3.494699712870007,103.0,g29
g29019,-1.1314348432396333,78.0,g29
g29021,0.5353714071188704,54.0,g29
g29023,2.3907087793306667,24.0,g29
g29025,-1.9787085392881132,89.0,g29
g29027,-3.0465986930850497,101.0,g29
g29029,1.9502033134273768,29.0,g29
g29031,-0.4034344361465695,67.0,g29
g29033,-1.617539602995054,84.0,g29
g29035,3.0800672766178714,12.0,g29
g29037,-3.7664147318155967,107.0,g29
g29039,1.6911481610354209,30.0,g29
g29041,1.230612133336797,35.0,g29
g29043,-4.355581583102104,109.0,g29
g29045,-1.6939916049701955,85.0,g29
g29047,-2.6127414431160583,96.0,g29
g29049,-2.2632361651572777,94.0,g29
g29051,-1.80420212390966,86.0,g29
g29053,-1.8243382230460607,87.0,g29
g29055,-0.10554570773315813,63.0,g29
g29057,0.8722606011980882,48.0,g29
g29059,-2.067011141679359,91.0,g29
g29061,-1.9246666251764837,88.0,g29
g29063,-7.345287446596756,115.0,g29
g29065,-0.20189487610431273,66.0,g29
g29067,-1.174721518614168,79.0,g29
g29069,4.309969440617117,4.0,g29
g29071,-3.5741087589563287,105.0,g29
g29073,1.0007893545028088,42.0,g29
g29075,2.461528529107858,21.0,g29
g29077,0.5281027603039474,55.0,g29
g29079,1.1986210717167358,36.0,g29
g29081,-0.195905679165979,65.0,g29
g29083,1.0562903909610313,40.0,g29
g29085,5.712039780426088,3.0,g29
g29087,2.5049589797965623,20.0,g29
g29089,-0.10241323074251502,62.0,g29
g29091,0.8589696261244555,49.0,g29
g29093,2.0392729950264075,28.0,g29
g29095,2.5068514983014794,19.0,g29
g29097,2.5542156268239986,18.0,g29
g29099,-5.07368254732921,112.0,g29
g29101,-2.2624367866576547,93.0,g29
g29103,1.1490945079250854,38.0,g29
g29105,-0.8377503667263998,73.0,g29
g29107,-2.4677401488017163,95.0,g29
g29109,1.1834051166166164,37.0,g29
g29111,0.49993632088712636,58.0,g29
g29113,-4.828580202741665,111.0,g29
g29115,0.8847152361773476,47.0,g29
g29117,2.6907470952601895,16.0,g29
g29119,3.6189178016254697,7.0,g29
g29121,2.2350805018129907,26.0,g29
g29123,0.8029111184295374,51.0,g29
g29125,-1.1283282179329355,77.0,g29
g29127,1.5567593294504118,32.0,g29
g29129,2.7448410095868327,15.0,g29
g29131,0.5120062533267993,56.0,g29
g29133,-0.10700392452706975,64.0,g29
g29135,-2.0687306761788022,92.0,g29
g29137,0.6723208216266747,52.0,g29
g29139,0.5056273898637591,57.0,g29
g29141,2.6544161568259534,17.0,g29
g29143,3.5092297157031727,8.0,g29
g29145,1.231008958519015,34.0,g29
g29147,-0.7104092932596127,72.0,g29
g29149,1.3690633772431156,33.0,g29
g29151,-5.968117148827625,113.0,g29
g29153,1.5895785753348024,31.0,g29
g29155,4.037961155670989,5.0,g29
g29157,-3.0111505950461117,100.0,g29
g29159,0.1396967896968131,60.0,g29
g29161,-1.252161973397122,80.0,g29
g29163,-1.0965839520949192,76.0,g29
g29165,-3.6644820179790756,106.0,g29
g29167,-1.4912721993818165,82.0,g29
g29169,-2.6477149723500113,98.0,g29
g29171,0.6041165160907284,53.0,g29
g29173,-2.619233149788749,97.0,g29
g29175,-2.047023200389977,90.0,g29
g29177,-3.5689188273152244,104.0,g29
g29179,3.0711172099298154,13.0,g29
g29181,2.1671468466810166,27.0,g29
g29183,-6.163823217561667,114.0,g29
g29185,2.8041663396487237,14.0,g29
g29186,-4.613707749033458,110.0,g29
g29187,-1.5000010125430512,83.0,g29
g29189,-0.44762879407798406,68.0,g29
g29195,2.265919982403497,25.0,g29
g29197,1.0145024443051907,41.0,g29
g29199,-0.5915463609709865,69.0,g29
g29201,0.8869615952236383,46.0,g29
g29203,0.9652185777417552,44.0,g29
g29205,0.9971971431166686,43.0,g29
g29207,-0.6206288684658118,70.0,g29
g29209,3.1750616946339916,10.0,g29
g29211,6.215042137365338,2.0,g29
g29213,3.1622820144474946,11.0,g29
g29215,-0.04776794523606109,61.0,g29
g29217,3.455403190417818,9.0,g29
g29219,-2.8136357505084355,99.0,g29
g29221,-0.6290228439341425,71.0,g29
g29223,2.405910631065744,23.0,g29
g29225,-3.827193990228099,108.0,g29
g29227,3.770106127222822,6.0,g29
g29229,0.22880156079998365,59.0,g29
g29510,7.276340115728482,1.0,g29
g33001,0.27266015138857547,18.0,g23g33g25
g33003,-0.47238749786388,23.0,g23g33g25
g33005,-2.424054826798039,36.0,g23g33g25
g33007,1.3296815657121024,10.0,g23g33g25
g33009,-2.319263127494854,35.0,g23g33g25
g33011,-2.2819366058886215,33.0,g23g33g25
g33013,-1.3957123637229727,31.0,g23g33g25
g33015,-4.700845122667123,39.0,g23g33g25
g33017,-3.7328628832827615,38.0,g23g33g25
g33019,-1.256971524929393,28.0,g23g33g25
g36001,0.8709342940490185,23.0,g36
g36003,-0.41080958144803803,42.0,g36
g36005,6.343853121321163,1.0,g36
g36007,2.0490628032958487,15.0,g36
g36009,0.1472747108267622,35.0,g36
g36011,0.16836905329831922,34.0,g36
g36013,2.7548723645499402,10.0,g36
g36015,3.3539661862035444,5.0,g36
g36017,2.103423462509986,13.0,g36
g36019,-0.9298132193628637,45.0,g36
g36021,3.2360265490804556,6.0,g36
g36023,0.18277894404622025,33.0,g36
g36025,3.476588412054489,4.0,g36
g36027,-2.999174641438537,52.0,g36
g36029,2.0537173360576144,14.0,g36
g36031,1.3792421260922272,17.0,g36
g36033,-5.990136606551801,61.0,g36
g36035,4.028239277778134,2.0,g36
g36037,0.06965969648437964,38.0,g36
g36039,0.9293853577482452,22.0,g36
g36041,3.0125695273688002,7.0,g36
g36043,2.7841193878065007,9.0,g36
g36045,-1.4852564672115667,49.0,g36
g36047,1.207197526035781,19.0,g36
g36049,-1.3569504642339472,48.0,g36
g36051,-0.3123943841794587,41.0,g36
g36053,-1.327830372249281,47.0,g36
g36055,1.0935741283436697,20.0,g36
g36057,3.836615487976153,3.0,g36
g36059,-4.873088237497616,60.0,g36
g36061,0.7247169068436263,25.0,g36
g36063,1.5963638039547514,16.0,g36
g36065,2.9669060843954975,8.0,g36
g36067,0.6242309790953642,27.0,g36
g36069,0.34642797124377317,32.0,g36
g36071,-4.357263741205857,57.0,g36
g36073,0.8642046668898947,24.0,g36
g36075,-0.6586793117517358,43.0,g36
g36077,2.546081467073267,11.0,g36
g36079,-6.725365390562333,62.0,g36
g36081,-3.0032632735541407,53.0,g36
g36083,0.5574590480865904,28.0,g36
g36085,-3.3287945594881174,55.0,g36
g36087,-4.120180748293221,56.0,g36
g36089,0.3708931213748822,31.0,g36
g36091,-3.1601862688174016,54.0,g36
g36093,0.7132265278505359,26.0,g36
g36095,-0.8694221934274025,44.0,g36
g36097,0.13252629078672462,36.0,g36
g36099,0.3985426022736803,30.0,g36
g36101,1.0913969531462588,21.0,g36
g36103,-4.844253837236904,59.0,g36
g36105,0.44426092718436094,29.0,g36
g36107,-1.2461041918809417,46.0,g36
g36109,-4.594243480900417,58.0,g36
g36111,0.09243323883823285,37.0,g36
g36113,1.3742764578667868,18.0,g36
g36115,-0.0011927695853103382,40.0,g36
g36117,0.0592188335489382,39.0,g36
g36119,-2.639001597267758,50.0,g36
g36121,-2.928378300415433,51.0,g36
g36123,2.177148005179406,12.0,g36
g46003,1.118901192566978,19.0,g46
g46005,4.745277640024419,5.0,g46
g46007,2.0312180200970658,12.0,g46
g46009,-1.878178835568172,49.0,g46
g46011,-0.4625684239094471,37.0,g46
g46013,-0.769474128631896,42.0,g46
g46015,-0.007224749216063808,32.0,g46
g46017,0.5622503263636867,25.0,g46
g46019,1.1722499405660203,18.0,g46
g46021,3.055543147468385,8.0,g46
g46023,-0.04758651624660952,33.0,g46
g46025,-0.3718195913839393,35.0,g46
g46027,0.45436707093689765,26.0,g46
g46029,-1.9199654728520468,50.0,g46
g46031,1.1175438199177725,20.0,g46
g46033,2.242867572391625,11.0,g46
g46035,-2.014867414269132,51.0,g46
g46037,1.487271494757901,17.0,g46
g46039,-1.334080148575467,46.0,g46
g46041,1.8541939824240776,14.0,g46
g46043,-3.187612992412352,62.0,g46
g46045,-2.4404308944889443,58.0,g46
g46047,5.002600133848374,3.0,g46
g46049,-0.9510125608961643,45.0,g46
g46051,-0.4567453033784906,36.0,g46
g46053,0.3980943635610302,27.0,g46
g46055,-2.5743325743734804,59.0,g46
g46057,-2.2306966437216293,55.0,g46
g46059,-0.8067808978306992,43.0,g46
g46061,-3.4784324883140356,63.0,g46
g46063,-0.9179972286271743,44.0,g46
g46065,-2.2298987987202024,54.0,g46
g46067,-2.2557385694232686,56.0,g46
g46069,1.7619323883822864,16.0,g46
g46071,-0.6816652568813026,38.0,g46
g46073,1.9123746709275502,13.0,g46
g46075,3.094304686128792,7.0,g46
g46077,-1.405779442443181,47.0,g46
g46079,-0.19046629963274755,34.0,g46
g46081,0.8236687200816284,24.0,g46
g46083,-5.6183227877166475,66.0,g46
g46085,0.17083562680829467,30.0,g46
g46087,-3.500352073553042,64.0,g46
g46089,0.835691548556357,22.0,g46
g46091,1.7710562167439472,15.0,g46
g46093,-0.700887909286,39.0,g46
g46095,2.4433064234987465,10.0,g46
g46097,-2.269277517601587,57.0,g46
g46099,3.6120222215232403,6.0,g46
g46101,-2.845876487333712,61.0,g46
g46103,0.3239681530362246,29.0,g46
g46105,-0.7424316443769565,40.0,g46
g46107,4.868725724966444,4.0,g46
g46109,0.8336253575181946,23.0,g46
g46111,-0.7639770072949398,41.0,g46
g46113,6.085098315939422,1.0,g46
g46115,-1.7198575126329774,48.0,g46
g46117,-2.212984453086455,52.0,g46
g46119,-2.581774235620632,60.0,g46
g46121,3.003897054356154,9.0,g46
g46123,0.9225152701853121,21.0,g46
g46125,-2.21585937029391,53.0,g46
g46127,-5.429076901619869,65.0,g46
g46129,0.39756378567690626,28.0,g46
g46135,0.038275224239563865,31.0,g46
g46137,5.0727930387196505,2.0,g46
g48001,3.0728557689750273,32.0,g48
g48003,-3.4850802732986064,226.0,g48
g48005,0.703129918409084,102.0,g48
g48007,0.2424969492786676,125.0,g48
g48009,-3.470962133911745,224.0,g48
g48011,-0.39969968304959147,152.0,g48
g48013,-2.2899139455708104,209.0,g48
g48015,-2.3724432343465245,210.0,g48
g48017,-0.10719892534953757,135.0,g48
g48019,-2.765729174691602,217.0,g48
g48021,-3.6542028775132813,227.0,g48
g48023,1.0644429799442356,88.0,g48
g48025,4.3600871051117105,7.0,g48
g48027,0.28754130415209306,118.0,g48
g48029,1.0896589837470771,85.0,g48
g48031,-2.8549979568731985,218.0,g48
g48033,-6.407733613543682,251.0,g48
g48035,0.44152458248391685,108.0,g48
g48037,2.1097376578565856,54.0,g48
g48039,-2.991335832783128,220.0,g48
g48041,0.2521438450998874,122.0,g48
g48043,-1.8710807162931642,198.0,g48
g48045,1.0759256351421405,86.0,g48
g48047,8.374642695031822,1.0,g48
g48049,0.4430357843726703,107.0,g48
g48051,-0.8249291524696566,170.0,g48
g48053,-1.459626686912804,188.0,g48
g48055,-0.29461929399365594,148.0,g48
g48057,-1.0267591213275795,177.0,g48
g48059,-2.2400235767382077,208.0,g48
g48061,2.1415232388761716,52.0,g48
g48063,1.2166371512182115,74.0,g48
g48065,-3.7410175120009557,229.0,g48
g48067,3.273852322060721,27.0,g48
g48069,-0.8646297155170223,171.0,g48
g48071,-5.878220147750433,250.0,g48
g48073,1.9926242228491184,58.0,g48
